y2_hhid,hc_seq_5m,res03_crav6190l_silr_cer
0702010074009201,5018150,4
0702020058001602,5018148,2
0702020058003501,5018150,4
0702020058004501,5018150,4
0702020058005001,5013811,5
0702020058007501,5018149,3
0702020058008801,5018150,4
0702020058008802,4987870,3
0702020058011001,5018150,4
0702020058011002,5018150,4
0703001075001201,5018151,
0703001075006901,5022471,4
0703001075007101,5026791,4
0703001075008101,5018151,
0703001075008102,5018151,
0703001075008701,5018151,
0703001075011701,5018151,
0703001075012801,5018151,
0703001075013401,5018151,
0703002004005001,5022471,4
0703002004008801,5022471,4
0703002004014801,5022471,4
0703002004016101,5022471,4
0703002004020601,5022471,4
0703002004021701,5022471,4
0703002004026301,5022471,4
0703002004029701,5022471,4
0703003001004401,5022472,
0703003001011501,5091554,4
0703003001012401,5022472,
0703003001017501,5022472,
0703003001031701,5022472,
0703003001041901,5022472,
0703003001041902,5022472,
0703003001048301,5022472,
0703003001068501,5022472,
0703003002000401,5022472,
0703003002012501,5022472,
0703003002012502,5022472,
0703003002016301,5022472,
0703003002022401,5022472,
0703003002023201,5022472,
0703003002025801,5022472,
0703003002030901,5022472,
0703003002030903,5022472,
0703003002035301,5022472,
0703007049000101,5022471,4
0703007049002701,5022471,4
0703007049003101,5225516,4
0703007049003102,5225516,4
0703007049004401,5022471,4
0703007049004701,5022471,4
0703007049005901,5022471,4
0703007049010401,5022471,4
0703007049017101,5022471,4
0703010003007801,5026791,4
0703010003008801,5026791,4
0703010003010401,5026791,4
0703010003012401,5026791,4
0703010003014301,5026791,4
0703010003015201,5026791,4
0703010188000601,5026791,4
0703010188000602,5026791,4
0703010188000801,5026791,4
0703010188000901,5026791,4
0703010188005601,5026791,4
0703010188008301,5026791,4
0703010188008401,5026791,4
0703010188008403,5026791,4
0703010188008404,5026791,4
0703010188009201,5026791,4
0703010188010501,5026791,4
0703012048000501,5022471,4
0703012048000505,5022471,4
0703012048000601,5022471,4
0703012048001201,5022471,4
0703012048003301,5022471,4
0703012048003701,5022471,4
0703012048009101,5022471,4
0703012048012801,5013830,
0703013053003401,5022471,4
0703013053004501,5022471,4
0703013053004801,5022471,4
0703013053007802,5022471,4
0703013053010001,5022471,4
0703013053010201,5022471,4
0703014059000601,5022471,4
0703014059003501,5022471,4
0703014059004501,5022471,4
0703014059005001,5022471,4
0703014059008401,5022471,4
0703014059008801,5022471,4
0703014059009401,5022471,4
0703014059011001,5022471,4
0703017120001202,5022471,4
0703017120001207,5022471,4
0703017120001208,5022471,4
0703017120002101,5022471,4
0703017120003401,5022471,4
0703017120005001,5022471,4
0703017120006101,5022471,4
0703017120007701,5022471,4
0703018007000301,5022471,4
0703018007000701,5022471,4
0703018007001101,5022471,4
0703018007002101,5022471,4
0703018007002201,5022471,4
0703018007004201,5022471,4
0703018007004202,5022471,4
0703018007005201,5022471,4
0703018007006001,5022471,4
0703018025000601,5022471,4
0703018025001801,5022471,4
0703018025003501,5022471,4
0703018025003502,5022471,4
0703018025003509,5022471,4
0703018025003801,5022471,4
0703018025006301,5022471,4
0703018025006302,5022471,4
0703018025007402,5022471,4
0703018025008401,5022471,4
0703018025010201,5022471,4
0703018025010203,5022471,4
0703018025010204,5022471,4
0703019096000901,5022470,5
0703019096000902,5022470,5
0703019096000903,5022470,5
0703019096001602,5022470,5
0703019096003501,5022470,5
0703019096004501,5022470,5
0703019096006301,5022470,5
0703019096007501,5022470,5
0703019096008401,5022470,5
0703019096009401,5026789,4
0703019096009407,5022470,5
0703020006000901,5022471,4
0703020006000903,5022471,4
0703020006001001,5022471,4
0703020006002102,5022471,4
0703020006004101,5022471,4
0703020006005101,5022471,4
0703020006005103,5022471,4
0703020006005701,5022471,4
0703020006005704,5022471,4
0703020006007201,5022471,4
0703020006009301,5022471,4
0703020030000601,5022471,4
0703020030001101,5022471,4
0703020030001301,5022471,4
0703020030001701,5022471,4
0703020030002501,5022471,4
0703020030002502,5022471,4
0703020030003201,5022471,4
0703020030003901,5022471,4
0703021031000201,5022471,4
0703021031000301,5022471,4
0703021031000801,5022471,4
0703021031001001,5022471,4
0703021031001201,5022471,4
0703021031003701,5022471,4
0703021031006101,5022471,4
0703021031007101,5022471,4
0703021077000401,5022471,4
0703021077000801,5022471,4
0703021077000901,5022471,4
0703021077001601,5022471,4
0703021077001603,5022471,4
0703021077001801,5022471,4
0703021077001901,5022471,4
0703021077003701,5022471,4
0703021077004901,5022471,4
0703021156003401,5022471,4
0703021156003403,5022471,4
0703021156003601,5022471,4
0703021156004401,5022471,4
0703021156004801,5022471,4
0703021156005901,5022471,4
0703021156006201,5022471,4
0703021156006801,5022471,4
0703021156006805,5022471,4
0703021156009201,5022471,4
0703022025000601,5022471,4
0703022025005501,5022471,4
0703022025008601,5022471,4
0703022025009001,5022471,4
0703022025011401,5022471,4
0703022025011501,5022471,4
0703022025011601,5022471,4
0703022025016801,5022471,4
0703022029003401,5022471,4
0703022029003601,5022471,4
0703022029004401,5022471,4
0703022029004801,5022471,4
0703022029005901,5022471,4
0703022029006201,5022471,4
0703022029007201,5022471,4
0703022029009201,5022471,4
0703022036000601,5022471,4
0703022036005001,5022471,4
0703022036005401,5022471,4
0703022036005501,5022471,4
0703022036009001,5022471,4
0703022036009101,5022471,4
0703022036009202,5022471,4
0703022036009203,5022471,4
0703022036011601,5022471,4
0703023003002801,5035434,
0703023003004201,5035434,
0703023003004401,5035434,
0703023003004405,5026791,4
0703023003005901,5035434,
0703023003008901,5035434,
0703023003011201,5035434,
0703023003012401,4841008,5
0703023004006801,5035433,4
0703023004009201,5035433,4
0703023004017501,5035433,4
0703023004018801,5035433,4
0703023004018803,5026790,4
0703023004030001,5035433,4
0703023004032201,5035433,4
0703023004055701,5035433,4
0703023004055704,5035433,4
0703023004055705,5035433,4
0703023004065201,5035433,4
0801001003003301,5108870,6
0801001003003306,5022471,4
0801001003010301,5108870,6
0801001003010302,5108870,6
0801001003012701,5108870,6
0801001003012704,5078627,4
0801001003016101,5108870,6
0801001003016501,5108870,6
0801001003016701,5108870,6
0801001003021201,5108870,6
0801001003022001,5108870,6
0801006009014801,5104547,6
0801006009014803,5104547,6
0801006009017601,5104547,6
0801006009017603,5104547,6
0801006009021701,5104547,6
0801006009021702,5104547,6
0801006009026301,5104547,6
0801006009029701,5104547,6
0801006009031701,5104547,6
0801006009032101,5104547,6
0801006009032103,5104547,6
0801006009040101,5104547,6
0801006009040105,5104547,6
0801008003006801,5121826,3
0801008003006803,5121826,3
0801008003009201,5121826,3
0801008003017501,5121826,3
0801008003018802,5126146,4
0801008003030001,5121826,3
0801008003032201,5121826,3
0801008003032204,5121826,3
0801008003032205,5121826,3
0801008003041101,5121826,3
0801008003065201,5121826,3
0801016007001501,5139114,5
0801016007001601,5139114,5
0801016007004901,5139114,5
0801016007006001,5139114,5
0801016007009701,5139114,5
0801016007014701,5139114,5
0801016007014703,5139114,5
0801016007020501,5139114,5
0801016007021501,5139114,5
0801018310000601,5117512,
0801018310005001,5117512,
0801018310005401,5117512,
0801018310005501,5117512,
0801018310006701,5117512,
0801018310006703,5117512,
0801018310008601,5117512,
0801018310009001,5117512,
0801018310009201,5117512,
0801020318000501,5130474,
0801020318000601,5130474,
0801020318000801,5130474,
0801020318001701,5130474,
0801020318003501,5130474,
0801020318003901,5130474,
0801020318004801,5130474,
0801020318005502,5130474,
0802013003006801,5195271,5
0802013003009201,5195271,5
0802013003009205,5182316,5
0802013003017501,5195271,5
0802013003018801,5195271,5
0802013003018802,5190951,5
0802013003024101,5195271,5
0802013003024102,5195271,5
0802013003024201,5195271,5
0802013003024204,5221192,4
0802013003024601,5195271,5
0802013003030001,5195271,5
0802019001020301,5190950,5
0802019001020304,5190950,5
0802019001020305,5199602,
0802019001025801,5190950,5
0802019001027201,5190950,5
0802019001034901,5190950,5
0802019001041101,5190950,5
0802019001043202,5190950,5
0802019001046801,5190950,5
0802024002011401,5182311,6
0802024002039601,5182311,6
0802024002046001,5182311,6
0802024002059901,5182311,6
0802024002064801,5182311,6
0802024002069301,5182311,6
0802024002076801,5182311,6
0802024002085401,5182311,6
0803010002004501,5212536,3
0803010002013301,5212536,3
0803010002014301,5212536,3
0803010002017401,5212536,3
0803010002017801,5212536,3
0803010002018401,5212536,3
0803010002031101,5212536,3
0804001003006801,5173655,3
0804001003006804,5173655,3
0804001003006806,5173655,3
0804001003006808,5100142,4
0804001003009201,5173655,3
0804001003017501,5173655,3
0804001003018801,5173655,3
0804001003030001,5173655,3
0804001003032201,5173655,3
0804001003041101,5173655,3
0804001003041105,5173655,3
0804001003062501,5173653,5
0804003003012501,5195254,5
0804003003017701,5195254,5
0804003003023401,5195254,5
0804003003029001,5195254,5
0804003003033301,5195254,5
0804003003034101,5195254,5
0804003003039401,5195254,5
0804003003040401,5195254,5
0804004002001601,5165008,5
0804004002001603,5169335,4
0804004002003501,5165008,5
0804004002004501,5165008,5
0804004002005001,5165008,5
0804004002007501,5165008,5
0804004002008401,5165008,5
0804004002008801,5165008,5
0804004002011001,5165008,5
0804015002000601,5173655,3
0804015002005401,5173655,3
0804015002005501,5173655,3
0804015002006701,5173655,3
0804015002008601,5173655,3
0804015002009001,5173655,3
0804015002009101,5173655,3
0804015002009201,5173655,3
0804015002009203,5173655,3
0805001311002201,5186627,5
0805001311002207,5186627,5
0805001311002208,5022471,4
0805001311002501,5186627,5
0805001311002503,5186627,5
0805001311004301,5186627,5
0805001311004901,5186627,5
0805001311006903,5203901,4
0805001311007801,5186627,5
0805001311010001,5186627,5
0805001311012301,5186627,5
0805006002002701,5199587,5
0805006002003201,5199587,5
0805006002013601,5199587,5
0805006002014701,5199587,5
0805006002025801,5199587,5
0805006002045801,5199587,5
0805006002045803,5199587,5
0805006002053001,5199587,5
0805006002082501,5199587,5
0805008001009201,5186626,4
0805008001009205,5186626,4
0805008001017501,5186626,4
0805008001017503,5186626,4
0805008001018801,5186626,4
0805008001018803,5022471,4
0805008001019201,5186626,4
0805008001032201,5186626,4
0805008001041101,5186626,4
0805008001041102,5186626,4
0805008001055701,5186626,4
0805008001075301,5186626,4
0805008001075303,5186626,4
0806012001000301,5186635,4
0806012001000702,5186635,4
0806012001001001,5186635,4
0806012001001201,5186635,4
0806012001001901,5186635,4
0806012001001905,5186635,4
0806012001002101,5186635,4
0806012001002104,5018150,4
0806012001002301,5186635,4
0806012001005201,5186635,4
0806012002003401,5186636,
0806012002003601,5186636,
0806012002003602,5177997,
0806012002004401,5186636,
0806012002004801,5186636,
0806012002004802,5195278,4
0806012002004809,5186636,
0806012002005901,5186636,
0806012002006201,5186636,
0806012002006501,5186636,
0806012002007201,5186636,
0806012002007203,5199597,4
0901010003001601,5216878,4
0901010003003901,5216878,4
0901010003003902,5216878,4
0901010003005501,5216878,4
0901010003008401,5216878,4
0901010003013101,5216878,4
0901010003027201,5216878,4
0901010003041901,5216878,4
0901010003050701,5216878,4
0901010003050702,5216878,4
0901011004014801,5208239,4
0901011004017601,5208239,4
0901011004021701,5208239,4
0901011004026301,5208239,4
0901011004029701,5208239,4
0901011004031701,5208239,4
0901011004032101,5208239,4
0901011004040101,5208239,4
0901012001005501,5203918,4
0901012001011401,5203918,4
0901012001016801,5203918,4
0901012001032801,5203918,4
0901012001032803,5221185,3
0901012001034702,5203918,4
0901012001039601,5203918,4
0901012001039602,5203918,4
0901012001040701,5203918,4
0901012001047701,5203918,4
0901012006011401,5208237,4
0901012006034701,5208237,4
0901012006039601,5208237,4
0901012006046001,5208237,4
0901012006057401,5208237,4
0901012006059901,5208237,4
0901012006064801,5208237,4
0901012006076801,5208237,4
0901013007014801,5199598,4
0901013007026301,5199598,4
0901013007029701,5199598,4
0901013007029703,5199598,4
0901013007032101,5199598,4
0901013007032103,5199598,4
0901013007044501,5199598,4
0901013007051101,5199598,4
0901013007055801,5199598,4
0901013007070601,5199598,4
0901016002006801,5190959,
0901016002009201,5190959,
0901016002009202,5225516,4
0901016002017501,5190959,
0901016002018801,5195280,4
0901016002024101,5190959,
0901016002024201,5190959,
0901016002024203,5190959,
0901016002024901,5190959,
0901016002032201,5190959,
0901016002032202,5203916,6
0902001350000401,5234151,5
0902001350001802,5234151,5
0902001350002401,5234151,5
0902001350002601,5234151,5
0902001350003101,5234151,5
0902001350003201,5234151,5
0902001350003202,5234151,5
0902001350003204,5234151,5
0902001350004201,5234151,5
0902001350004202,5234151,5
0902001350004203,5234151,5
0902001350004204,5234151,5
0902001350004901,5234151,5
0902001360000101,5234151,5
0902001360000106,5234151,5
0902001360000107,5234151,5
0902001360000201,5221193,4
0902001360000301,5234151,5
0902001360000401,5234151,5
0902001360000801,5234151,5
0902001360000805,5022470,5
0902001360000901,5234151,5
0902001360000908,5216877,4
0902001360001001,5234151,5
0902001360001401,5221185,3
0902001360001402,5234151,5
0902005003019901,5234152,5
0902005003026301,5234152,5
0902005003028301,5234152,5
0902005003030702,5234152,5
0902005003030703,5234152,5
0902005003030704,5234152,5
0902005003042901,5234152,5
0902005003044702,5234152,5
0902005003047002,5234152,5
0902005003047004,5022471,4
0902015007014801,5221193,4
0902015007021701,5221193,4
0902015007026301,5221193,4
0902015007029701,5221193,4
0902015007029703,5221193,4
0902015007031701,5221193,4
0902015007031702,5221193,4
0902015007032101,5221193,4
0902015007040101,5221193,4
0902016003002801,5212552,5
0902016003004201,5212552,5
0902016003004401,5212552,5
0902016003010301,5212552,5
0902016003011501,5212552,5
0902016003011502,5212552,5
0902016003012401,5212552,5
0902016003017501,5212552,5
0902016003017502,5212552,5
0902016003023101,5212552,5
0902018005022501,5225512,4
0902018005034501,5225512,4
0902018005037901,5225512,4
0902018005042302,5225512,4
0902018005042304,5216880,4
0902018005042702,5225512,4
0902018005042703,5225512,4
0902018005042704,5225512,4
0902018005049401,5225512,4
0902018005055401,5225512,4
0902018005055405,5225512,4
0903001016003401,5221185,3
0903001016003601,5221185,3
0903001016004401,5221185,3
0903001016004402,5221185,3
0903001016004801,5221185,3
0903001016004803,5221185,3
0903001016005901,5221185,3
0903001016006201,5221185,3
0903001016006501,5221185,3
0903001016006505,5221185,3
0903001016007201,5221185,3
0903002007006801,5225505,2
0903002007009201,5225505,2
0903002007017501,5225505,2
0903002007018801,5225505,2
0903002007018803,5225505,2
0903002007024102,5009509,3
0903002007024201,5225505,2
0903002007030001,5225505,2
0903002007033501,5225505,2
0903011002002001,5212547,5
0903011002012601,5212547,5
0903011002018901,5212547,5
0903011002021501,5212547,5
0903011002028001,5212547,5
0903011002069801,5212547,5
0903011002069901,5212547,5
0903011002072901,5212547,5
0903011002072903,5212547,5
0903012005005501,5208228,5
0903012005005504,5013830,
0903012005005505,5022471,4
0903012005016801,5208228,5
0903012005016802,5208228,5
0903012005028001,5208228,5
0903012005032801,5208228,5
0903012005039601,5208228,5
0903012005040701,5208228,5
0903012005046001,5208228,5
0903012005047701,5208228,5
0903020004011401,5242782,3
0903020004011402,5229822,2
0903020004034701,5247092,3
0903020004034702,5229822,2
0903020004039601,5229822,2
0903020004046001,5229822,2
0903020004046002,5229822,2
0903020004064801,5229822,2
0903020004069301,5229822,2
0903020004076801,5229822,2
0903020004076802,5229822,2
0903020004085401,5229822,2
0903027004001001,5225509,4
0903027004007901,5225509,4
0903027004017201,5225509,4
0903027004017205,5221185,3
0903027004017501,5225509,4
0903027004017502,5022471,4
0903027004037101,5225509,4
0903027004037801,5225509,4
0903027004037901,5225509,4
0903027004058901,5225509,4
0904007003010301,5225516,4
0904007003015101,5225516,4
0904007003017901,5225516,4
0904007003018401,5225516,4
0904007003022101,5225516,4
0904007003027401,5225516,4
0904007003027402,5182313,5
0904007003028001,5225516,4
0904007003028003,5225516,4
0904007003031801,5225516,4
0904011002000601,5229833,5
0904011002000602,5229833,5
0904011002000603,5022471,4
0904011002005502,5229833,5
0904011002005503,5022471,4
0904011002008601,5229833,5
0904011002009001,5229833,5
0904011002011601,5229833,5
0904011002015501,5229833,5
0904011002015801,5229833,5
0904011002019301,5229833,5
0905001004002501,5199602,
0905001004002502,5199602,
0905001004003101,5199602,
0905001004004302,5199602,
0905001004004304,5199602,
0905001004004401,5199602,
0905001004004406,5221185,3
0905001004005301,5199602,
0905001004005302,5199602,
0905001004005801,5199602,
0905001004005806,5199602,
0905001004008001,5199602,
0905001004011301,5199602,
0905002026000601,5199602,
0905002026004701,5199602,
0905002026005001,5216872,4
0905002026006501,5199602,
0905002026006503,5225513,4
0905002026008601,5199602,
0905003001011501,5203922,4
0905003001019601,5203922,4
0905003001022201,5203922,4
0905003001022205,5022470,5
0905003001026301,5203922,4
0905003001026306,5203922,4
0905003001034001,5203922,4
0905003001042901,5203922,4
0905003001042902,5203922,4
0905003001042904,5203922,4
0905003001045901,5203922,4
0905003001050301,5203922,4
0905012003004401,5199601,
0905012003011201,5199601,
0905012003011501,5199601,
0905012003012401,5199601,
0905012003019301,5190958,4
0905012003031701,5199601,
0905012003041901,5199601,
0905012003041906,5199601,
0905012003048301,5199601,
0905012003048303,5199601,
0905012325000201,5199602,
0905012325001201,5199602,
0905012325002001,5199602,
0905012325003802,5199602,
0905012325004201,5199602,
0905012325005801,5199602,
0905012325005802,5199602,
0905012325005803,5199602,
0905012325005901,5199602,
0905012325005902,5212546,5
0905012325008101,5199602,
0905012325008102,5199602,
1001003004001401,5234128,3
1001003004002901,5234128,3
1001003004004201,5234128,3
1001003004018101,5234128,3
1001003004018102,5216844,2
1001003004020701,5234128,3
1001003004029301,5234128,3
1001003004038101,5234128,3
1001003004045501,5234128,3
1001003305002801,5238448,5
1001003305003401,5238448,5
1001003305004001,5238448,5
1001003305004201,5238448,5
1001003305004401,5238448,5
1001003305005401,5238448,5
1001003305005901,5238448,5
1001003305007801,5238448,5
1001003305007802,5238448,5
1001003306002801,5238448,5
1001003306004201,5238448,5
1001003306004401,5238448,5
1001003306005901,5238448,5
1001003306008901,5238448,5
1001003306010301,5238448,5
1001003306011201,5238448,5
1001003306012401,5238448,5
1001003325000701,5238448,5
1001003325001301,5238448,5
1001003325003201,5238448,5
1001003325003202,5238448,5
1001003325004101,5238448,5
1001003325004901,5238448,5
1001003325004902,5238448,5
1001003325005401,5238448,5
1001003325007701,5238448,5
1001003325008001,5238448,5
1001019004000101,5234127,4
1001019004003001,5234127,4
1001019004003101,5234127,4
1001019004004201,5234127,4
1001019004004601,5234127,4
1001019004005501,5234127,4
1001019004012401,5234127,4
1002007004001601,5260027,3
1002007004004501,5260027,3
1002007004005001,5260027,3
1002007004006301,5260027,3
1002007004008801,5260027,3
1002007004011001,5260027,3
1002007004011002,5260027,3
1002007004013601,5260027,3
1002007004016101,5260027,3
1002009003011201,5216824,2
1002009003013601,5216824,2
1002009003018601,5216824,2
1002009003024001,5216824,2
1002009003030701,5216824,2
1002009003034101,5216824,2
1002009003034103,5216824,2
1002009003038901,5216824,2
1002009003045201,5216824,2
1002011311000801,5216825,2
1002011311001301,5216825,2
1002011311001601,5216825,2
1002011311001602,5216827,2
1002011311001901,5216825,2
1002011311003001,5216825,2
1002011311003301,5216825,2
1002011311008301,5216825,2
1002011311009601,5216825,2
1002014004003601,5225468,5
1002014004005901,5225468,5
1002014004006801,5225468,5
1002014004006802,5225468,5
1002014004009201,5225468,5
1002014004018801,5225468,5
1002014004019201,5225468,5
1002014004019202,5225468,5
1002014004022501,5225468,5
1003013001004401,5251377,4
1003013001011201,5251377,4
1003013001011502,5251377,4
1003013001011504,5221147,4
1003013001012401,5251377,4
1003013001019301,5251377,4
1003013001031701,5251377,4
1003013001041901,5251377,4
1003013001047001,5251377,4
1003014002000401,5242740,5
1003014002015301,5242740,5
1003014002019601,5242740,5
1003014002031701,5242740,5
1003014002034901,5242740,5
1003014002040501,5242740,5
1003014002040504,5242740,5
1003014002050001,5242740,5
1003014002050002,5242740,5
1003014002050901,5242740,5
1003018003005501,5242735,5
1003018003011401,5242735,5
1003018003011601,5242735,5
1003018003015801,5242735,5
1003018003015803,5242735,5
1003018003016801,5242735,5
1003018003019301,5242735,5
1003018003028001,5242735,5
1003018003032801,5242735,5
1003018003032805,5242735,5
1003022002014801,5234098,6
1003022002014803,5234098,6
1003022002021701,5234098,6
1003022002026301,5234098,6
1003022002028301,5234098,6
1003022002032101,5234098,6
1003022002033601,5234098,6
1003022002033602,5234098,6
1003022002040101,5234098,6
1003022002045301,5234098,6
1003037001006301,5212495,5
1003037001006304,5126081,4
1003037001006305,5251380,5
1003037001008301,5212495,5
1003037001020801,5212495,5
1003037001020802,5212496,6
1003037001020807,5035389,4
1003037001020808,5216815,5
1003037001026401,5212495,5
1003037001029301,5212495,5
1003037001037201,5212495,5
1003037001037204,5069948,3
1003037001041301,5212495,5
1003037001042901,5212495,5
1005006001005301,5208188,2
1005006001011101,5208188,2
1005006001020601,5208188,2
1005006001020801,5208188,2
1005006001034601,5208188,2
1005006001062701,5208188,2
1005006001062702,5208188,2
1005006001062801,5208188,2
1005009001014801,5186590,3
1005009001026301,5216827,2
1005009001026302,5186590,3
1005009001028301,5186590,3
1005009001028302,5199550,2
1005009001029701,5186590,3
1005009001033601,5186590,3
1005009001051101,5186590,3
1005009001055801,5186590,3
1005009001065601,5186590,3
1005009001065602,5022471,4
1005009001065603,5216827,2
1005011005003601,5212515,2
1005011005005902,5212515,2
1005011005006801,5212515,2
1005011005007201,5212515,2
1005011005009201,5212515,2
1005011005012501,5212515,2
1005011005016601,5212515,2
1005011005017701,5212515,2
1101002005004701,5065628,4
1101002005009201,5065628,4
1101002005009602,5065628,4
1101002005013101,5065628,4
1101002005024501,4983549,5
1101002005024601,5065628,4
1101002005031301,5065628,4
1101002005036301,5065628,4
1101012002006901,5078580,5
1101012002007901,5078580,5
1101012002008601,5078580,5
1101012002012101,5078580,5
1101012002014301,5078580,5
1101012002017901,5078580,5
1101012002024201,5078580,5
1101012002056201,5078580,5
1102010004002301,5108818,3
1102010004002304,5095863,1
1102010004009801,5108818,3
1102010004009803,5108818,3
1102010004019301,5108818,3
1102010004020001,5108818,3
1102010004024901,5108818,3
1102010004024903,5013830,
1102010004024904,5018151,
1102010004028401,5108818,3
1102010004034301,5108818,3
1102010004035401,5108818,3
1102012001002801,5104496,3
1102012001004201,5104496,3
1102012001004401,5104496,3
1102012001011201,5104496,3
1102012001012401,5104496,3
1102012001017501,5104496,3
1102012001019302,5104496,3
1102012001035501,5104496,3
1102028002014801,5108824,3
1102028002026301,5108824,3
1102028002029701,5108824,3
1102028002033601,5108824,3
1102028002051101,5108824,3
1102028002055801,5108824,3
1102028002065601,5108824,3
1102028002065603,5022471,4
1102028005004801,5108824,3
1102028005004803,5108824,3
1102028005007801,5108824,3
1102028005013701,5108824,3
1102028005013704,5065632,5
1102028005014801,5108824,3
1102028005014803,5108824,3
1102028005023501,5108824,3
1102028005060301,5108824,3
1102028005063201,5108824,3
1102028005071001,5108824,3
1103011306000401,5130407,3
1103011306002901,5130407,3
1103011306003901,5126082,3
1103011306006501,5130407,3
1103011306008401,5130407,3
1103011306008801,5130407,3
1103011306010401,5130407,3
1103011306011401,5130407,3
1104001001000401,5147696,3
1104001001009401,5147696,3
1104001001017801,5147696,3
1104001001019101,5147696,3
1104001001021201,5147696,3
1104001001032101,5147696,3
1104001001041101,5147696,3
1104001001056701,5147696,3
1104012003000301,5134737,2
1104012003000303,5134737,2
1104012003008001,5134737,2
1104012003031801,5134737,2
1104012003032201,5113156,3
1104012003032202,4836689,5
1104012003040401,5134737,2
1104012003053701,5134737,2
1104012003069601,5134737,2
1104012003084401,5134737,2
1105003001001401,5173613,5
1105003001007301,5173613,5
1105003001008201,5173613,5
1105003001010501,5173613,5
1105003001011601,5173613,5
1105003001014701,5173613,5
1105003001015001,5173613,5
1105003001017701,5173613,5
1105018002002101,5190894,6
1105018002004101,5190894,6
1105018002004401,5190894,6
1105018002007201,5190894,6
1105018002008601,5190894,6
1105018002011601,5190894,6
1105018002015901,5190894,6
1105018002022001,5190894,6
1105019301000201,5186576,5
1105019301000701,5186576,5
1105019301000901,5186576,5
1105019301003001,5186576,5
1105019301005201,5186576,5
1105019301006501,5186576,5
1105019301006701,5186576,5
1106001013001601,5065628,4
1106001013002901,5065628,4
1106001013003501,5065628,4
1106001013004501,5065628,4
1106001013004507,5130408,4
1106001013005001,5065628,4
1106001013006301,5065628,4
1106001013007401,5065628,4
1106001013007501,5065628,4
1106002331000901,5065628,4
1106002331001601,5065628,4
1106002331001605,5065628,4
1106002331001606,5026790,4
1106002331003501,5065628,4
1106002331003503,4910111,4
1106002331004501,5065628,4
1106002331004509,4996517,4
1106002331006301,5065628,4
1106002331007501,5065628,4
1106002331008401,5065628,4
1106002331008405,5013811,5
1106002331009401,5065628,4
1106009307000201,5069948,3
1106009307000901,5069948,3
1106009307000909,5069948,3
1106009307001501,5069948,3
1106009307001601,5069948,3
1106009307002901,5069948,3
1106009307002905,5069948,3
1106009307003501,5069948,3
1106009307004501,5069948,3
1106009307004502,5074267,2
1106009307005001,5069948,3
1107006009010601,5056997,3
1107006009034201,5056997,3
1107006009038901,5056997,3
1107006009045201,5056997,3
1107006009045801,5056997,3
1107006009045802,5056997,3
1107006009047901,5056997,3
1107006009050901,5056997,3
1107006009063701,5056997,3
1201003002002801,5069920,3
1201003002004201,5069920,3
1201003002004401,5069920,3
1201003002010302,5069920,3
1201003002011501,5069920,3
1201003002012401,5069920,3
1201003002017502,5069920,3
1201003002023101,5069920,3
1201007306003901,5104477,4
1201007306003902,5104477,4
1201007306004101,5104477,4
1201007306005701,5104477,4
1201007306006601,5104477,4
1201007306008301,5104477,4
1201007306008501,5104477,4
1201007306008801,5104477,4
1201007306009801,5104477,4
1201012001000401,5117439,6
1201012001004001,5117439,6
1201012001015501,5117439,6
1201012001042201,5117439,6
1201012001045201,5117439,6
1201012001045202,5117439,6
1201012001058101,5117439,6
1201012001067901,5117439,6
1201012001091501,5117439,6
1201018004009201,5104476,3
1201018004009202,5152016,3
1201018004030001,5104476,3
1201018004041101,5104476,3
1201018004090401,5104476,3
1201018004106101,5104476,3
1201018004106104,5104477,4
1201018004117801,5104476,3
1201018004137001,5104476,3
1201018004179201,5104476,3
1201018004179202,5113107,5
1202006003001201,5143360,3
1202006003001203,5143360,3
1202006003002301,5143360,3
1202006003006901,5143360,3
1202006003011601,5143360,3
1202006003015401,5143360,3
1202006003016101,5143360,3
1202006003019801,5143360,3
1202006003020002,5143360,3
1202008001006801,5139040,3
1202008001009201,5139040,3
1202008001009203,5139040,3
1202008001017501,5139040,3
1202008001017503,5139040,3
1202008001018801,5139040,3
1202008001030001,5139040,3
1202008001032201,5139040,3
1202008001041101,5139040,3
1202008001055701,5139040,3
1203003001032001,5156327,6
1203003001033901,5156327,6
1203003001033902,5156326,5
1203003001085701,5156327,6
1203003001098101,5156327,6
1203003001125101,5156327,6
1203003001125103,5156327,6
1203003001126601,5156327,6
1203003001141701,5156327,6
1203015002004801,5164967,9
1203015002009901,5164967,9
1203015002013601,5164967,9
1203015002015501,5164967,9
1203015002015801,5164967,9
1203015002015803,5164967,9
1203015002022501,5164967,9
1203015002022504,5022470,5
1203015002022505,5164967,9
1203015002024201,5164967,9
1203015002024205,5164967,9
1203015002024207,5242745,3
1203015002026001,5164967,9
1204007004011401,5139045,6
1204007004011601,5139045,6
1204007004015501,5139045,6
1204007004016801,5139045,6
1204007004028001,5139045,6
1204007004030301,5139045,6
1204007004034701,5139045,6
1204025007004701,5147683,5
1204025007009201,5147683,5
1204025007010801,5147683,5
1204025007017801,5147683,5
1204025007021901,5147683,5
1204025007023801,5147683,5
1204025007025701,5147683,5
1204025007040101,5121766,5
1204029002006801,5139042,4
1204029002009201,5139042,4
1204029002017501,5139042,4
1204029002018801,5139042,4
1204029002030001,5139042,4
1204029002032201,5139042,4
1204029002041101,5139042,4
1204029002041102,5139042,4
1204029002065201,5139042,4
