household_id2,hc_seq_5m,res03_crav6190l_silr_cer
030307088801002003,4050473,7
030307088801002022,4050473,7
030307088801002040,4050473,7
030307088801002043,4050473,7
030307088801002062,4050473,7
030307088801002081,4050473,7
030307088801002100,4050473,7
030307088801002101,4050473,7
030307088801002120,4050473,7
030307088801002138,4050473,7
030307088801002156,4050473,7
030307088801002174,4050473,7
030308088801617003,4059116,3
030308088801617018,4059116,3
030308088801617033,4059116,3
030308088801617047,4059116,3
030308088801617056,4059116,3
030308088801617061,4059116,3
030308088801617076,4059116,3
030308088801617088,4059116,3
030308088801617115,4059116,3
030308088801617127,4059116,3
030308088801617151,4059116,3
030309010100308006,4054795,5
030309010100308014,4054795,5
030309010100308022,4054795,5
030309010100308030,4054795,5
030309010100308038,4054795,5
030309010100308046,4054795,5
030309010100308054,4054795,5
030309010100308062,4054795,5
030309010100308070,4054795,5
030309010100308078,4054795,5
030309010100308086,4054795,5
030309010100308094,4054795,5
030309010100308102,4054795,5
030309010100308110,4054795,5
030309010100308118,4054795,5
030310088801701004,4046149,6
030310088801701022,4046149,6
030310088801701040,4046149,6
030310088801701045,4046149,6
030310088801701062,4046149,6
030310088801701081,4046149,6
030310088801701099,4046149,6
030310088801701100,4046149,6
030310088801701118,4046149,6
030310088801701139,4046149,6
030310088801701157,4046149,6
030310088801701176,4046149,6
030403088801401004,4080712,6
030403088801401014,4080712,6
030403088801401019,4080712,6
030403088801401027,4080712,6
030403088801401035,4080712,6
030403088801401050,4080712,6
030403088801401065,4080712,6
030403088801401080,4080712,6
030403088801401095,4080712,6
030403088801401110,4080712,6
030403088801401125,4080712,6
030403088801401140,4080712,6
030406088800801004,4076398,6
030406088800801016,4076398,6
030406088800801028,4076398,6
030406088800801041,4076398,6
030406088800801053,4076398,6
030406088800801065,4076398,6
030406088800801079,4076398,6
030406088800801090,4076398,6
030406088800801092,4076398,6
030406088800801104,4076398,6
030406088800801118,4076398,6
030409088801203004,4093677,6
030409088801203016,4093677,6
030409088801203028,4093677,6
030409088801203040,4093677,6
030409088801203052,4093677,6
030409088801203065,4093677,6
030409088801203077,4093677,6
030409088801203090,4093677,6
030409088801203102,4093677,6
030409088801203116,4093677,6
030409088801203134,4093677,6
030411088800903003,4093667,6
030411088800903015,4093667,6
030411088800903028,4093667,6
030411088800903042,4093667,6
030411088800903055,4093667,6
030411088800903068,4093667,6
030411088800903081,4093667,6
030411088800903095,4093667,6
030411088800903121,4093667,6
030411088800903137,4093667,6
030411088800903160,4093667,6
030412010100105014,4106625,5
030412010100105028,4106625,5
030412010100105042,4106625,5
030412010100105056,4106625,5
030412010100105070,4106625,5
030412010100105084,4106625,5
030412010100105098,4106625,5
030412010100105112,4106625,5
030412010100105140,4106625,5
030414088802101006,4119590,6
030414088802101025,4119590,6
030414088802101043,4119590,6
030414088802101062,4119590,6
030414088802101080,4119590,6
030414088802101089,4119590,6
030414088802101102,4119590,6
030414088802101124,4119590,6
030414088802101147,4119590,6
030414088802101167,4119590,6
030414088802101187,4119590,6
030416088800204003,4119583,6
030416088800204014,4119583,6
030416088800204025,4119583,6
030416088800204062,4119583,6
030416088800204080,4119583,6
030416088800204097,4119583,6
030416088800204100,4119583,6
030416088800204119,4119583,6
030416088800204137,4119583,6
030416088800204156,4119583,6
030416088800204175,4119583,6
030418010100309003,4089355,6
030418010100309009,4089355,6
030418010100309015,4089355,6
030418010100309021,4089355,6
030418010100309027,4089355,6
030418010100309033,4089355,6
030418010100309039,4089355,6
030418010100309045,4089355,6
030418010100309051,4089355,6
030418010100309057,4089355,6
030418010100309063,4089355,6
030418010100309069,4089355,6
030418010100309075,4089355,6
030418010100309081,4089355,6
030418010100309087,4089355,6
030418010100807009,4089355,6
030418010100807020,4089355,6
030418010100807031,4089355,6
030418010100807042,4089355,6
030418010100807053,4089355,6
030418010100807064,4089355,6
030418010100807075,4089355,6
030418010100807086,4089355,6
030418010100807097,4089355,6
030418010100807108,4089355,6
030418010100807119,4089355,6
030418010100807130,4089355,6
030418010100807141,4089355,6
030418010100807152,4089355,6
030418010100807163,4089355,6
030501088801504004,4136867,5
030501088801504012,4136867,5
030501088801504026,4136867,5
030501088801504047,4136867,5
030501088801504069,4136867,5
030501088801504090,4136867,5
030501088801504111,4136867,5
030501088801504132,4136867,5
030501088801504153,4136867,5
030501088801504159,4136867,5
030501088801504175,4136867,5
030501088801504196,4136867,5
030504088800305002,4145510,6
030504088800305015,4145510,6
030504088800305021,4145510,6
030504088800305036,4145510,6
030504088800305051,4145510,6
030504088800305066,4145510,6
030504088800305081,4145510,6
030504088800305096,4145510,6
030504088800305111,4145510,6
030504088800305126,4145510,6
030504088800305141,4145510,6
030504088800305170,4145510,6
030507088801204006,4119598,6
030507088801204018,4119598,6
030507088801204024,4119598,6
030507088801204042,4119598,6
030507088801204043,4119598,6
030507088801204079,4119598,6
030507088801204097,4119598,6
030507088801204115,4119598,6
030507088801204133,4119598,6
030507088801204151,4119598,6
030507088801204169,4119598,6
030508010100106004,4128239,6
030508010100106013,4128239,6
030508010100106022,4128239,6
030508010100106031,4128239,6
030508010100106040,4128239,6
030508010100106049,4128239,6
030508010100106058,4128239,6
030508010100106067,4128239,6
030508010100106076,4128239,6
030508010100106085,4128239,6
030508010100106094,4128239,6
030508010100106103,4128239,6
030508010100106112,4128239,6
030508010100106121,4128239,6
030508010100106130,4128239,6
030509020100104011,4141195,5
030509020100104027,4141195,5
030509020100104043,4141195,5
030509020100104075,4141195,5
030509020100104091,4141195,5
030509020100104107,4141195,5
030509020100104123,4141195,5
030509020100104139,4141195,5
030509020100104155,4141195,5
030509020100104171,4141195,5
030509020100104187,4141195,5
030511088800307001,4149833,6
030511088800307021,4149833,6
030511088800307040,4149833,6
030511088800307063,4149833,6
030511088800307082,4149833,6
030511088800307102,4149833,6
030511088800307126,4149833,6
030511088800307144,4149833,6
030511088800307166,4149833,6
030511088800307184,4149833,6
030513088800702003,4171434,4
030513088800702017,4171434,4
030513088800702024,4171434,4
030513088800702038,4171434,4
030513088800702045,4171434,4
030513088800702066,4171434,4
030513088800702087,4171434,4
030513088800702108,4171434,4
030513088800702129,4171434,4
030513088800702150,4171434,4
030513088800702171,4171434,4
030513088800702192,4171434,4
030515088800703020,4167117,6
030515088800703038,4167117,6
030515088800703056,4167117,6
030515088800703072,4167117,6
030515088800703075,4197344,4
030515088800703100,4167117,6
030515088800703118,4167117,6
030515088800703136,4167117,6
030515088800703154,4167117,6
030515088800703172,4167117,6
030521088800808003,4141191,6
030521088800808020,4141191,6
030521088800808035,4141191,6
030521088800808048,4141191,6
030521088800808053,4141191,6
030521088800808069,4141191,6
030521088800808085,4141191,6
030521088800808100,4141191,6
030521088800808109,4141191,6
030521088800808117,4141191,6
030521088800808133,4141191,6
030521088800808149,4141191,6
030602088802603002,4102296,6
030602088802603012,4102296,6
030602088802603017,4102296,6
030602088802603031,4102296,6
030602088802603033,4102296,6
030602088802603048,4102296,6
030602088802603063,4102296,6
030602088802603078,4102296,6
030602088802603093,4102296,6
030602088802603108,4102296,6
030602088802603123,4102296,6
030602088802603138,4102296,6
030604010100202013,4102299,5
030604010100202035,4102299,5
030604010100202057,4102299,5
030604010100202079,4102299,5
030604010100202101,4102299,5
030604010100202123,4102299,5
030604010100202145,4102299,5
030604010100202167,4102299,5
030604010100202189,4102299,5
030604010100202211,4102299,5
030604010100202233,4102299,5
030604010100202255,4102299,5
030604010100202277,4102299,5
030604010100202299,4102299,5
030604010100202321,4102299,5
030604088802001001,4102299,5
030604088802001013,4102299,5
030604088802001019,4102299,5
030604088802001031,4102299,5
030604088802001037,4102299,5
030604088802001055,4102299,5
030604088802001073,4102299,5
030604088802001091,4102299,5
030604088802001109,4102299,5
030604088802001127,4102299,5
030604088802001145,4102299,5
030604088802001163,4102299,5
030606088802103004,4123898,5
030606088802103022,4123898,5
030606088802103036,4123898,5
030606088802103041,4123898,5
030606088802103059,4123898,5
030606088802103077,4123898,5
030606088802103097,4123898,5
030606088802103104,4123898,5
030606088802103117,4123898,5
030606088802103135,4123898,5
030606088802103154,4123898,5
030606088802103172,4123898,5
030609088801807004,4180054,6
030609088801807019,4128210,5
030609088801807040,4128210,5
030609088801807043,4128210,5
030609088801807065,4128210,5
030609088801807074,4128210,5
030609088801807081,4128210,5
030609088801807096,4128210,5
030609088801807113,4128210,5
030609088801807128,4128210,5
030609088801807143,4128210,5
030609088801807159,4128210,5
030611088802207003,4149812,6
030611088802207013,4149812,6
030611088802207018,4149812,6
030611088802207033,4149812,6
030611088802207048,4149812,6
030611088802207063,4149812,6
030611088802207093,4149812,6
030611088802207108,4149812,6
030611088802207123,4149812,6
030611088802207124,4149812,6
030611088802207139,4149812,6
030614010100105012,4123900,5
030614010100105024,4123900,5
030614010100105048,4123900,5
030614010100105060,4123900,5
030614010100105072,4123900,5
030614010100105084,4123900,5
030614010100105108,4123900,5
030614010100105120,4123900,5
030614010100105132,4123900,5
030614010100105144,4123900,5
030616088801207001,4119573,6
030616088801207013,4119573,6
030616088801207019,4119573,6
030616088801207037,4119573,6
030616088801207055,4119573,6
030616088801207073,4119573,6
030616088801207091,4119573,6
030616088801207109,4119573,6
030616088801207121,4119573,6
030616088801207145,4119573,6
030616088801207152,4119573,6
030616088801207164,4119573,6
030701088801406004,4063405,4
030701088801406016,4063405,4
030701088801406022,4063405,4
030701088801406040,4063405,4
030701088801406058,4063405,4
030701088801406076,4063405,4
030701088801406094,4063405,4
030701088801406112,4063405,4
030701088801406130,4063405,4
030701088801406142,4063405,4
030701088801406149,4063405,4
030701088801406167,4063405,4
030703088800105002,4076369,6
030703088800105020,4076369,6
030703088800105027,4076369,6
030703088800105040,4076369,6
030703088800105044,4076369,6
030703088800105059,4076369,6
030703088800105077,4076369,6
030703088800105095,4076369,6
030703088800105113,4076369,6
030703088800105131,4076369,6
030703088800105149,4076369,6
030703088800105167,4076369,6
030704088801302003,4076364,2
030704088801302017,4076364,2
030704088801302024,4076364,2
030704088801302038,4076364,2
030704088801302045,4076364,2
030704088801302066,4076364,2
030704088801302087,4076364,2
030704088801302108,4076364,2
030704088801302129,4076364,2
030704088801302150,4076364,2
030704088801302171,4076364,2
030704088801302192,4076364,2
030705010100105002,4097966,6
030705010100105015,4097966,6
030705010100105028,4097966,6
030705010100105041,4097966,6
030705010100105054,4097966,6
030705010100105067,4097966,6
030705010100105080,4097966,6
030705010100105093,4097966,6
030705010100105106,4097966,6
030705010100105119,4097966,6
030705010100105132,4097966,6
030705010100105145,4097966,6
030705088802405003,4106606,5
030705088802405017,4106606,5
030705088802405024,4106606,5
030705088802405038,4106606,5
030705088802405045,4106606,5
030705088802405066,4106606,5
030705088802405087,4106606,5
030705088802405108,4106606,5
030705088802405129,4106606,5
030705088802405150,4106606,5
030705088802405171,4106606,5
030705088802405192,4106606,5
030708020100211023,4119569,5
030708020100211048,4119569,5
030708020100211073,4119569,5
030708020100211098,4119569,5
030708020100211123,4119569,5
030708020100211148,4119569,5
030708020100211173,4119569,5
030708020100211198,4119569,5
030708020100211223,4119569,5
030708020100211248,4119569,5
030708020100211273,4119569,5
030708020100211298,4119569,5
030708020100211323,4119569,5
030708020100211348,4119569,5
030708020100211373,4119569,5
030708088801402002,4119569,5
030708088801402016,4119569,5
030708088801402023,4119569,5
030708088801402037,4119569,5
030708088801402044,4119569,5
030708088801402065,4119569,5
030708088801402086,4119569,5
030708088801402107,4119569,5
030708088801402128,4119569,5
030708088801402170,4119569,5
030708088801402191,4119569,5
030710088801703002,4119564,5
030710088801703020,4119564,5
030710088801703056,4119564,5
030710088801703075,4119564,5
030710088801703093,4119564,5
030710088801703111,4119564,5
030710088801703119,4119564,5
030710088801703130,4119564,5
030710088801703148,4119564,5
030710088801703166,4119564,5
030713088801304004,4080683,2
030713088801304022,4080683,2
030713088801304040,4080683,2
030713088801304058,4080683,2
030713088801304078,4080683,2
030713088801304096,4080683,2
030713088801304114,4080683,2
030713088801304145,4080683,2
030713088801304150,4080683,2
030713088801304168,4080683,2
030713088801304186,4080683,2
030802088801503059,4002947,6
030802088801503080,4002947,6
030802088801503103,4002947,6
030802088801503122,4002947,6
030802088801503140,4002947,6
030802088801503158,4002947,6
030802088801503176,4002947,6
030802088801503177,4002947,6
030803010100107040,4020224,6
030803010100107061,4020224,6
030803010100107082,4020224,6
030803010100107124,4020224,6
030803010100107145,4020224,6
030803010100107166,4020224,6
030803010100107187,4020224,6
030803010100107208,4020224,6
030803010100107229,4020224,6
030803010100107250,4020224,6
030803088800603003,4015906,6
030803088800603030,4015906,6
030803088800603059,4015906,6
030803088800603086,4015906,6
030803088800603114,4015906,6
030803088800603143,4015906,6
030803088800603166,4015906,6
030803088800603171,4015906,6
030803088800603199,4015906,6
030803088800603228,4015906,6
030803088800603231,4015906,6
030803088800603259,4015906,6
030804088800503003,4024549,7
030804088800503018,4024549,7
030804088800503033,4024549,7
030804088800503048,4024549,7
030804088800503051,4024549,7
030804088800503064,4024549,7
030804088800503079,4024549,7
030804088800503095,4024549,7
030804088800503125,4024549,7
030804088800503140,4024549,7
030804088800503142,4024549,7
030901088801202001,4085003,2
030901088801202011,4085003,2
030901088801202016,4085003,2
030901088801202026,4085003,2
030901088801202031,4085003,2
030901088801202046,4085003,2
030901088801202061,4085003,2
030901088801202076,4085003,2
030901088801202092,4085003,2
030901088801202107,4085003,2
030901088801202122,4085003,2
030901088801202137,4085003,2
030902088802501002,4097964,4
030902088802501029,4097964,4
030902088802501056,4097964,4
030902088802501061,4097964,4
030902088802501085,4097964,4
030902088802501112,4097964,4
030902088802501139,4097964,4
030902088802501140,4097964,4
030902088802501194,4097964,4
030902088802501222,4097964,4
030902088802501249,4097964,4
030902088803201002,4102284,4
030902088803201014,4102284,4
030902088803201020,4102284,4
030902088803201038,4102284,4
030902088803201056,4102284,4
030902088803201063,4102284,4
030902088803201075,4102284,4
030902088803201093,4102284,4
030902088803201111,4102284,4
030902088803201129,4102284,4
030902088803201147,4102284,4
030902088803201165,4102284,4
030903080100101027,4102282,4
030903080100101054,4102282,4
030903080100101081,4102282,4
030903080100101108,4102282,4
030903080100101135,4102282,4
030903080100101162,4102282,4
030903080100101189,4102282,4
030903080100101210,4102282,4
030903080100101243,4102282,4
030903080100101270,4102282,4
030903080100101297,4102282,4
030903080100101324,4102282,4
030903080100101351,4102282,4
030903080100101378,4102282,4
030903080100101405,4102282,4
030904088800702004,4097959,5
030904088800702016,4097959,5
030904088800702022,4097959,5
030904088800702040,4097959,5
030904088800702058,4097959,5
030904088800702076,4097959,5
030904088800702094,4097959,5
030904088800702112,4097959,5
030904088800702130,4097959,5
030904088800702148,4097959,5
030904088800702166,4097959,5
030905088801102003,4093644,5
030905088801102018,4093644,5
030905088801102033,4093644,5
030905088801102048,4093644,5
030905088801102063,4093644,5
030905088801102067,4093644,5
030905088801102079,4093644,5
030905088801102094,4093644,5
030905088801102110,4093644,5
030905088801102125,4093644,5
030905088801102131,4093644,5
030905088801102141,4093644,5
030906020100105003,4067717,4
030906020100105011,4067717,4
030906020100105019,4067717,4
030906020100105035,4067717,4
030906020100105043,4067717,4
030906020100105059,4067717,4
030906020100105067,4067717,4
030906020100105075,4067717,4
030906020100105091,4067717,4
031001088801106002,4110958,6
031001088801106022,4110958,6
031001088801106036,4110958,6
031001088801106038,4110958,6
031001088801106053,4110958,6
031001088801106077,4110958,6
031001088801106094,4110958,6
031001088801106122,4110958,6
031001088801106126,4110958,6
031001088801106142,4110958,6
031001088801106159,4110958,6
031001088801106174,4110958,6
031002088801601004,4089360,4
031002088801601019,4089360,4
031002088801601034,4089360,4
031002088801601049,4089360,4
031002088801601059,4089360,4
031002088801601065,4089360,4
031002088801601080,4089360,4
031002088801601096,4089360,4
031002088801601111,4089360,4
031002088801601126,4089360,4
031002088801601150,4089360,4
031004010100103014,4119599,6
031004010100103032,4119599,6
031004010100103047,4119599,6
031004010100103065,4119599,6
031004010100103082,4119599,6
031004010100103099,4119599,6
031004010100103118,4119599,6
031004010100103139,4119599,6
031004010100103156,4119599,6
031004010100103173,4119599,6
031004010100103205,4119599,6
031004088800408004,4115279,6
031004088800408024,4115279,6
031004088800408067,4115279,6
031004088800408080,4115279,6
031004088800408100,4115279,6
031004088800408120,4115279,6
031004088800408141,4115279,6
031004088800408162,4115279,6
031004088800408183,4115279,6
031004088800408203,4115279,6
031004088800408231,4115279,6
031101010100318001,4063408,9
031101010100318013,4063408,9
031101010100318025,4063408,9
031101010100318037,4063408,9
031101010100318049,4063408,9
031101010100318061,4063408,9
031101010100318073,4063408,9
031101010100318085,4063408,9
031101010100318097,4063408,9
031101010100318109,4063408,9
031101010100318121,4063408,9
031101010100318133,4063408,9
031101010100318145,4063408,9
031101010100318157,4063408,9
031101010100318169,4063408,9
031101010100719011,4063408,9
031101010100719026,4063408,9
031101010100719041,4063408,9
031101010100719056,4063408,9
031101010100719071,4063408,9
031101010100719086,4063408,9
031101010100719101,4063408,9
031101010100719116,4063408,9
031101010100719131,4063408,9
031101010100719146,4063408,9
031101010100719161,4063408,9
031101010100719176,4063408,9
031101010100719191,4063408,9
031101010100719206,4063408,9
031101010100719221,4063408,9
031101010101201014,4067728,2
031101010101201038,4067728,2
031101010101201062,4067728,2
031101010101201086,4067728,2
031101010101201110,4067728,2
031101010101201134,4067728,2
031101010101201158,4067728,2
031101010101201182,4067728,2
031101010101201206,4067728,2
031101010101201230,4067728,2
031101010101201254,4067728,2
031101010101201278,4067728,2
031101010101201302,4067728,2
031101010101201326,4067728,2
031101010101201350,4067728,2
031201088800101003,4093679,6
031201088800101020,4093679,6
031201088800101024,4093679,6
031201088800101041,4093679,6
031201088800101057,4093679,6
031201088800101072,4093679,6
031201088800101088,4093679,6
031201088800101103,4093679,6
031201088800101118,4093679,6
031201088800101133,4093679,6
031201088800101148,4093679,6
031201088800303002,4097999,6
031201088800303020,4097999,6
031201088800303038,4097999,6
031201088800303056,4097999,6
031201088800303074,4097999,6
031201088800303093,4097999,6
031201088800303099,4097999,6
031201088800303112,4097999,6
031201088800303130,4097999,6
031201088800303148,4097999,6
031201088800303167,4097999,6
031201088800303171,4097999,6
031201088800504004,4097999,6
031201088800504016,4097999,6
031201088800504028,4097999,6
031201088800504041,4097999,6
031201088800504052,4097999,6
031201088800504056,4097999,6
031201088800504069,4097999,6
031201088800504083,4097999,6
031201088800504096,4097999,6
031201088800504108,4097999,6
031201088800504120,4097999,6
031201088800504142,4097999,6
040101088802202007,4154099,4
040101088802202029,4154099,4
040101088802202040,4154099,4
040101088802202062,4154099,4
040101088802202073,4154099,4
040101088802202106,4154099,4
040101088802202139,4154099,4
040101088802202172,4154099,4
040101088802202205,4154099,4
040101088802202238,4154099,4
040101088802202271,4154099,4
040101088802202304,4154099,4
040106088801302001,4180027,5
040106088801302015,4180027,5
040106088801302022,4180027,5
040106088801302036,4180027,5
040106088801302043,4180027,5
040106088801302064,4180027,5
040106088801302085,4180027,5
040106088801302106,4180027,5
040106088801302127,4180027,5
040106088801302148,4180027,5
040106088801302169,4180027,5
040106088801302190,4180027,5
040113088800501001,4197307,5
040113088800501016,4197307,5
040113088800501032,4197307,5
040113088800501047,4197307,5
040113088800501062,4197307,5
040113088800501078,4197307,5
040113088800501093,4197307,5
040113088800501108,4197307,5
040113088800501109,4197307,5
040113088800501125,4197307,5
040113088800501136,4197307,5
040113088800501145,4197307,5
040116020100103012,4180027,5
040116020100103030,4180027,5
040116020100103048,4180027,5
040116020100103066,4180027,5
040116020100103084,4180027,5
040116020100103102,4180027,5
040116020100103120,4180027,5
040116020100103138,4180027,5
040116020100103156,4180027,5
040116020100103174,4180027,5
040116020100103192,4180027,5
040116020100103210,4180027,5
040117010100211008,4188669,5
040117010100211018,4188669,5
040117010100211028,4188669,5
040117010100211038,4188669,5
040117010100211048,4188669,5
040117010100211058,4188669,5
040117010100211068,4188669,5
040117010100211078,4188669,5
040117010100211088,4188669,5
040117010100211098,4188669,5
040117010100211108,4188669,5
040117010100211118,4188669,5
040117010100211128,4188669,5
040117010100211138,4188669,5
040117010100211148,4188669,5
040118088802402004,4210266,6
040118088802402018,4210266,6
040118088802402025,4210266,6
040118088802402039,4210266,6
040118088802402046,4210266,6
040118088802402067,4210266,6
040118088802402088,4210266,6
040118088802402109,4210266,6
040118088802402130,4210266,6
040118088802402151,4210266,6
040118088802402172,4210266,6
040118088802402193,4210266,6
040204088801105004,4154115,6
040204088801105022,4154115,6
040204088801105040,4154115,6
040204088801105059,4154115,6
040204088801105078,4154115,6
040204088801105088,4154115,6
040204088801105097,4154115,6
040204088801105118,4154115,6
040204088801105137,4154115,6
040204088801105158,4154115,6
040204088801105176,4154115,6
040210088801102004,4197316,7
040210088801102014,4197316,7
040210088801102019,4197316,7
040210088801102029,4197316,7
040210088801102034,4197316,7
040210088801102049,4197316,7
040210088801102064,4197316,7
040210088801102079,4197316,7
040210088801102094,4197316,7
040210088801102109,4197316,7
040210088801102124,4197316,7
040210088801102139,4197316,7
040214010200204012,4210277,7
040214010200204024,4210277,7
040214010200204036,4210277,7
040214010200204048,4210277,7
040214010200204060,4210277,7
040214010200204072,4210277,7
040214010200204084,4210277,7
040214010200204096,4210277,7
040214010200204108,4210277,7
040214010200204120,4210277,7
040214010200204132,4210277,7
040214010200204144,4210277,7
040214088801801002,4218919,6
040214088801801020,4218919,6
040214088801801038,4218919,6
040214088801801057,4218919,6
040214088801801075,4218919,6
040214088801801093,4218919,6
040214088801801111,4218919,6
040214088801801128,4218919,6
040214088801801130,4218919,6
040214088801801148,4218919,6
040214088801801166,4218919,6
040302088801803002,4218907,6
040302088801803003,4218907,6
040302088801803025,4218907,6
040302088801803043,4218907,6
040302088801803061,4218907,6
040302088801803079,4218907,6
040302088801803097,4218907,6
040302088801803115,4218907,6
040302088801803133,4218907,6
040302088801803151,4218907,6
040302088801803169,4218907,6
040308010100108001,4249157,6
040308010100108018,4249157,6
040308010100108035,4249157,6
040308010100108052,4249157,6
040308010100108069,4249157,6
040308010100108086,4249157,6
040308010100108103,4249157,6
040308010100108120,4249157,6
040308010100108154,4249157,6
040308010100108171,4249157,6
040308010100108188,4249157,6
040308088800401004,4240518,6
040308088800401016,4240518,6
040308088800401022,4240518,6
040308088800401034,4240518,6
040308088800401040,4240518,6
040308088800401058,4240518,6
040308088800401076,4240518,6
040308088800401094,4240518,6
040308088800401112,4240518,6
040308088800401130,4240518,6
040308088800401148,4240518,6
040308088800401166,4240518,6
040314088800602003,4240507,6
040314088800602022,4240507,6
040314088800602024,4240507,6
040314088800602040,4240507,6
040314088800602055,4240507,6
040314088800602070,4240507,6
040314088800602085,4240507,6
040314088800602100,4240507,6
040314088800602115,4240507,6
040314088800602130,4240507,6
040314088800602145,4240507,6
040314088800602187,4240507,6
040321010100214007,4227556,6
040321010100214018,4227556,6
040321010100214029,4227556,6
040321010100214040,4227556,6
040321010100214051,4227556,6
040321010100214062,4227556,6
040321010100214073,4227556,6
040321010100214084,4227556,6
040321010100214095,4227556,6
040321010100214106,4227556,6
040321010100214117,4227556,6
040321010100214128,4227556,6
040321010100214139,4227556,6
040321010100214150,4227556,6
040321010100214161,4227556,6
040401088801103004,4214604,6
040401088801103022,4214604,6
040401088801103040,4214604,6
040401088801103058,4214604,6
040401088801103071,4214604,6
040401088801103076,4214604,6
040401088801103085,4214604,6
040401088801103128,4214604,6
040401088801103146,4214604,6
040401088801103164,4214604,6
040401088801103182,4214604,6
040405088801902002,4266443,5
040405088801902014,4266443,5
040405088801902020,4266443,5
040405088801902032,4266443,5
040405088801902038,4266443,5
040405088801902056,4266443,5
040405088801902074,4266443,5
040405088801902092,4266443,5
040405088801902110,4266443,5
040405088801902128,4266443,5
040405088801902146,4266443,5
040405088801902164,4266443,5
040410088800701002,4275084,5
040410088800701016,4275084,5
040410088800701023,4275084,5
040410088800701037,4275084,5
040410088800701044,4275084,5
040410088800701065,4275084,5
040410088800701086,4275084,5
040410088800701091,4275084,5
040410088800701107,4275084,5
040410088800701128,4275084,5
040410088800701149,4275084,5
040410088800701170,4275084,5
040412010100104029,4257793,6
040412010100104046,4257793,6
040412010100104063,4257793,6
040412010100104097,4257793,6
040412010100104131,4257793,6
040412010100104148,4257793,6
040412010100104165,4257793,6
040412010100104182,4257793,6
040412010100104199,4257793,6
040414088801702004,4279397,6
040414088801702020,4279397,6
040414088801702028,4279397,6
040414088801702044,4279397,6
040414088801702052,4279397,6
040414088801702076,4279397,6
040414088801702100,4279397,6
040414088801702124,4279397,6
040414088801702148,4279397,6
040414088801702172,4279397,6
040414088801702196,4279397,6
040414088801702220,4279397,6
040503088803104002,4205975,3
040503088803104015,4205975,3
040503088803104028,4205975,3
040503088803104040,4205975,3
040503088803104043,4205975,3
040503088803104053,4205975,3
040503088803104065,4205975,3
040503088803104077,4205975,3
040503088803104083,4205975,3
040503088803104090,4205975,3
040503088803104103,4205975,3
040503088803104115,4205975,3
040508088803103002,4227569,5
040508088803103018,4227569,5
040508088803103034,4227569,5
040508088803103049,4227569,5
040508088803103064,4227569,5
040508088803103080,4227569,5
040508088803103095,4227569,5
040508088803103104,4227569,5
040508088803103115,4227569,5
040508088803103130,4227569,5
040508088803103145,4227569,5
040508088803103183,4227569,5
040512010100104013,4197342,3
040512010100104037,4197342,3
040512010100104061,4197342,3
040512010100104085,4197342,3
040512010100104109,4197342,3
040512010100104133,4197342,3
040512010100104157,4197342,3
040512010100104181,4197342,3
040512010100104205,4197342,3
040512010100104229,4197342,3
040513088802405002,4180059,4
040513088802405014,4180059,4
040513088802405021,4180059,4
040513088802405031,4180059,4
040513088802405041,4180059,4
040513088802405062,4180059,4
040513088802405081,4180059,4
040513088802405100,4180059,4
040513088802405146,4180059,4
040513088802405165,4180059,4
040513088802405183,4180059,4
040520010100113013,4197341,4
040520010100113026,4197341,4
040520010100113039,4197341,4
040520010100113052,4197341,4
040520010100113065,4197341,4
040520010100113078,4197341,4
040520010100113091,4197341,4
040520010100113104,4197341,4
040520010100113117,4197341,4
040520010100113130,4197341,4
040520010100113143,4197341,4
040520010100113156,4197341,4
040520010100113169,4197341,4
040520010100113182,4197341,4
040520010100113195,4197341,4
040601020100102014,4145498,6
040601020100102030,4145498,6
040601020100102046,4145498,6
040601020100102062,4145498,6
040601020100102094,4145498,6
040601020100102110,4145498,6
040601020100102142,4145498,6
040601020100102158,4145498,6
040601088802303004,4154140,5
040601088802303005,4154140,5
040601088802303020,4154140,5
040601088802303035,4154140,5
040601088802303050,4154140,5
040601088802303061,4154140,5
040601088802303066,4154140,5
040601088802303081,4154140,5
040601088802303096,4154140,5
040601088802303111,4154140,5
040601088802303126,4154140,5
040601088802303141,4154140,5
040605088801004001,4158464,5
040605088801004016,4158464,5
040605088801004033,4158464,5
040605088801004048,4158464,5
040605088801004052,4158464,5
040605088801004064,4158464,5
040605088801004080,4158464,5
040605088801004097,4158464,5
040605088801004113,4158464,5
040605088801004128,4158464,5
040605088801004145,4158464,5
040608088801902002,4197348,5
040608088801902017,4197348,5
040608088801902032,4197348,5
040608088801902047,4197348,5
040608088801902062,4197348,5
040608088801902078,4197348,5
040608088801902093,4197348,5
040608088801902108,4197348,5
040608088801902123,4197348,5
040608088801902138,4197348,5
040608088801902156,4197348,5
040608088801902165,4197348,5
040701088801502007,4214637,5
040701088801502043,4214637,5
040701088801502190,4214637,5
040701088801502263,4214637,5
040701088801502301,4214637,5
040701088801502311,4214637,5
040701088801502376,4214637,5
040701088801502432,4214637,5
040701088801502470,4214637,5
040704088801002002,4214629,5
040704088801002010,4214629,5
040704088801002014,4214629,5
040704088801002022,4214629,5
040704088801002026,4214629,5
040704088801002038,4214629,5
040704088801002050,4214629,5
040704088801002062,4214629,5
040704088801002074,4214629,5
040704088801002086,4214629,5
040704088801002098,4214629,5
040704088801002110,4214629,5
