household_id,hc_seq_5m,res03_crav6190l_silr_cer
03070502405038,4106606,5
03070502405045,4106606,5
03070502405066,4106606,5
03070502405087,4106606,5
03070502405108,4106606,5
03070502405129,4106606,5
03070502405150,4106606,5
03070502405171,4106606,5
03070502405192,4106606,5
03070801402002,4119569,5
03070801402016,4119569,5
03070801402023,4119569,5
03070801402037,4119569,5
03070801402044,4119569,5
03070801402065,4119569,5
03070801402086,4119569,5
03070801402107,4119569,5
03070801402128,4119569,5
03070801402149,4119569,5
03070801402170,4119569,5
03070801402191,4119569,5
03071001703002,4119564,5
03071001703020,4119564,5
03071001703038,4119564,5
03071001703056,4119564,5
03071001703075,4119564,5
03071001703093,4119564,5
03071001703111,4119564,5
03071001703119,4119564,5
03071001703130,4119564,5
03071001703148,4119564,5
03071001703166,4119564,5
03071301304004,4080683,2
03071301304022,4080683,2
03071301304040,4080683,2
03071301304058,4080683,2
03071301304078,4080683,2
03071301304096,4080683,2
03071301304114,4080683,2
03071301304135,4080683,2
03071301304145,4080683,2
03071301304150,4080683,2
03071301304168,4080683,2
03071301304186,4080683,2
03080201503003,4002947,6
03080201503021,4002947,6
03080201503040,4002947,6
03080201503059,4002947,6
03080201503080,4002947,6
03080201503083,4002947,6
03080201503103,4002947,6
03080201503122,4002947,6
03080201503140,4002947,6
03080201503158,4002947,6
03080201503176,4002947,6
03080201503177,4002947,6
03080300107019,4020224,6
03080300107040,4020224,6
03080300107061,4020224,6
03080300107082,4020224,6
03080300107103,4020224,6
03080300107124,4020224,6
03080300107145,4020224,6
03080300107166,4020224,6
03080300107187,4020224,6
03080300107208,4020224,6
03080300107229,4020224,6
03080300107250,4020224,6
03080300603003,4015906,6
03080300603030,4015906,6
03080300603059,4015906,6
03080300603086,4015906,6
03080300603114,4015906,6
03080300603143,4015906,6
03080300603166,4015906,6
03080300603171,4015906,6
03080300603199,4015906,6
03080300603228,4015906,6
03080300603231,4015906,6
03080300603259,4015906,6
03080400503003,4024549,7
03080400503018,4024549,7
03080400503033,4024549,7
03080400503048,4024549,7
03080400503051,4024549,7
03080400503064,4024549,7
03080400503079,4024549,7
03080400503095,4024549,7
03080400503110,4024549,7
03080400503125,4024549,7
03080400503140,4024549,7
03080400503142,4024549,7
03090101202001,4085003,2
03090101202011,4085003,2
03090101202016,4085003,2
03090101202026,4085003,2
03090101202031,4085003,2
03090101202046,4085003,2
03090101202061,4085003,2
03090101202076,4085003,2
03090101202092,4085003,2
03090101202107,4085003,2
03090101202122,4085003,2
03090101202137,4085003,2
03090202501002,4097964,4
03090202501029,4097964,4
03090202501056,4097964,4
03090202501061,4097964,4
03090202501085,4097964,4
03090202501112,4097964,4
03090202501139,4097964,4
03090202501140,4097964,4
03090202501194,4097964,4
03090202501222,4097964,4
03090202501249,4097964,4
03090203201002,4102284,4
03090203201014,4102284,4
03090203201020,4102284,4
03090203201038,4102284,4
03090203201056,4102284,4
03090203201063,4102284,4
03090203201075,4102284,4
03090203201093,4102284,4
03090203201111,4102284,4
03090203201129,4102284,4
03090203201147,4102284,4
03090203201165,4102284,4
03090400702004,4097959,5
03090400702016,4097959,5
03090400702022,4097959,5
03090400702036,4097959,5
03090400702040,4097959,5
03090400702058,4097959,5
03090400702076,4097959,5
03090400702094,4097959,5
03090400702112,4097959,5
03090400702130,4097959,5
03090400702148,4097959,5
03090400702166,4097959,5
03090501102003,4093644,5
03090501102018,4093644,5
03090501102033,4093644,5
03090501102048,4093644,5
03090501102063,4093644,5
03090501102067,4093644,5
03090501102079,4093644,5
03090501102094,4093644,5
03090501102110,4093644,5
03090501102125,4093644,5
03090501102131,4093644,5
03090501102141,4093644,5
03090600105003,4067717,4
03090600105011,4067717,4
03090600105019,4067717,4
03090600105035,4067717,4
03090600105043,4067717,4
03090600105051,4067717,4
03090600105059,4067717,4
03090600105067,4067717,4
03090600105075,4067717,4
03090600105091,4067717,4
03100101106002,4110958,6
03100101106022,4110958,6
03100101106036,4110958,6
03100101106038,4110958,6
03100101106053,4110958,6
03100101106077,4110958,6
03100101106094,4110958,6
03100101106122,4110958,6
03100101106126,4110958,6
03100101106142,4110958,6
03100101106159,4110958,6
03100101106174,4110958,6
03100201601004,4089360,4
03100201601019,4089360,4
03100201601034,4089360,4
03100201601049,4089360,4
03100201601059,4089360,4
03100201601065,4089360,4
03100201601080,4089360,4
03100201601096,4089360,4
03100201601111,4089360,4
03100201601126,4089360,4
03100201601141,4089360,4
03100201601150,4089360,4
03100400103014,4119599,6
03100400103032,4119599,6
03100400103047,4119599,6
03100400103065,4119599,6
03100400103082,4119599,6
03100400103099,4119599,6
03100400103118,4119599,6
03100400103139,4119599,6
03100400103156,4119599,6
03100400103173,4119599,6
03100400103189,4119599,6
03100400103205,4119599,6
03100400408004,4115279,6
03100400408024,4115279,6
03100400408050,4115279,6
03100400408067,4115279,6
03100400408080,4115279,6
03100400408100,4115279,6
03100400408120,4115279,6
03100400408141,4115279,6
03100400408162,4115279,6
03100400408183,4115279,6
03100400408203,4115279,6
03100400408231,4115279,6
03120100101003,4093679,6
03120100101020,4093679,6
03120100101024,4093679,6
03120100101041,4093679,6
03120100101057,4093679,6
03120100101072,4093679,6
03120100101076,4093679,6
03120100101088,4093679,6
03120100101103,4093679,6
03120100101118,4093679,6
03120100101133,4093679,6
03120100101148,4093679,6
03120100303002,4097999,6
03120100303020,4097999,6
03120100303038,4097999,6
03120100303056,4097999,6
03120100303074,4097999,6
03120100303093,4097999,6
03120100303099,4097999,6
03120100303112,4097999,6
03120100303130,4097999,6
03120100303148,4097999,6
03120100303167,4097999,6
03120100303171,4097999,6
03120100504004,4097999,6
03120100504016,4097999,6
03120100504028,4097999,6
03120100504041,4097999,6
03120100504052,4097999,6
03120100504056,4097999,6
03120100504069,4097999,6
03120100504083,4097999,6
03120100504096,4097999,6
03120100504108,4097999,6
03120100504120,4097999,6
03120100504142,4097999,6
04010102202007,4154099,4
04010102202029,4154099,4
04010102202040,4154099,4
04010102202062,4154099,4
04010102202073,4154099,4
04010102202106,4154099,4
04010102202139,4154099,4
04010102202172,4154099,4
04010102202205,4154099,4
04010102202238,4154099,4
04010102202271,4154099,4
04010102202304,4154099,4
04010601302001,4180027,5
04010601302015,4180027,5
04010601302022,4180027,5
04010601302036,4180027,5
04010601302043,4180027,5
04010601302064,4180027,5
04010601302085,4180027,5
04010601302106,4180027,5
04010601302127,4180027,5
04010601302148,4180027,5
04010601302169,4180027,5
04010601302190,4180027,5
04011300501001,4197307,5
04011300501016,4197307,5
04011300501032,4197307,5
04011300501047,4197307,5
04011300501062,4197307,5
04011300501078,4197307,5
04011300501093,4197307,5
04011300501108,4197307,5
04011300501109,4197307,5
04011300501125,4197307,5
04011300501136,4197307,5
04011300501145,4197307,5
04011600103012,4180027,5
04011600103030,4180027,5
04011600103048,4180027,5
04011600103066,4180027,5
04011600103084,4180027,5
04011600103102,4180027,5
04011600103120,4180027,5
04011600103138,4180027,5
04011600103156,4180027,5
04011600103174,4180027,5
04011600103192,4180027,5
04011600103210,4180027,5
04011802402004,4210266,6
04011802402018,4210266,6
04011802402025,4210266,6
04011802402039,4210266,6
04011802402046,4210266,6
04011802402067,4210266,6
04011802402088,4210266,6
04011802402109,4210266,6
04011802402130,4210266,6
04011802402151,4210266,6
04011802402172,4210266,6
04011802402193,4210266,6
04020401105004,4154115,6
04020401105022,4154115,6
04020401105040,4154115,6
04020401105059,4154115,6
04020401105078,4154115,6
04020401105088,4154115,6
04020401105097,4154115,6
04020401105118,4154115,6
04020401105137,4154115,6
04020401105154,4154115,6
04020401105158,4154115,6
04020401105176,4154115,6
04021001102004,4197316,7
04021001102014,4197316,7
04021001102019,4197316,7
04021001102029,4197316,7
04021001102034,4197316,7
04021001102049,4197316,7
04021001102064,4197316,7
04021001102079,4197316,7
04021001102094,4197316,7
04021001102109,4197316,7
04021001102124,4197316,7
04021001102139,4197316,7
04021400204012,4210277,7
04021400204024,4210277,7
04021400204036,4210277,7
04021400204048,4210277,7
04021400204060,4210277,7
04021400204072,4210277,7
04021400204084,4210277,7
04021400204096,4210277,7
04021400204108,4210277,7
04021400204120,4210277,7
04021400204132,4210277,7
04021400204144,4210277,7
04021401801002,4218919,6
04021401801020,4218919,6
04021401801038,4218919,6
04021401801057,4218919,6
04021401801075,4218919,6
04021401801093,4218919,6
04021401801111,4218919,6
04021401801128,4218919,6
04021401801130,4218919,6
04021401801148,4218919,6
04021401801166,4218919,6
04030201803002,4218907,6
04030201803003,4218907,6
04030201803011,4218907,6
04030201803025,4218907,6
04030201803043,4218907,6
04030201803061,4218907,6
04030201803079,4218907,6
04030201803097,4218907,6
04030201803115,4218907,6
04030201803133,4218907,6
04030201803151,4218907,6
04030201803169,4218907,6
04030800108001,4249157,6
04030800108018,4249157,6
04030800108035,4249157,6
04030800108052,4249157,6
04030800108069,4249157,6
04030800108086,4249157,6
04030800108103,4249157,6
04030800108120,4249157,6
04030800108137,4249157,6
04030800108154,4249157,6
04030800108171,4249157,6
04030800108188,4249157,6
04030800401004,4240518,6
04030800401016,4240518,6
04030800401022,4240518,6
04030800401034,4240518,6
04030800401040,4240518,6
04030800401058,4240518,6
04030800401076,4240518,6
04030800401094,4240518,6
04030800401112,4240518,6
04030800401130,4240518,6
04030800401148,4240518,6
04030800401166,4240518,6
04031400602003,4240507,6
04031400602022,4240507,6
04031400602024,4240507,6
04031400602040,4240507,6
04031400602055,4240507,6
04031400602070,4240507,6
04031400602085,4240507,6
04031400602100,4240507,6
04031400602115,4240507,6
04031400602130,4240507,6
04031400602145,4240507,6
04031400602187,4240507,6
04040101103004,4214604,6
04040101103022,4214604,6
04040101103040,4214604,6
04040101103058,4214604,6
04040101103071,4214604,6
04040101103076,4214604,6
04040101103085,4214604,6
04040101103110,4214604,6
04040101103128,4214604,6
04040101103146,4214604,6
04040101103164,4214604,6
04040101103182,4214604,6
04040501902002,4266443,5
04040501902014,4266443,5
04040501902020,4266443,5
04040501902032,4266443,5
04040501902038,4266443,5
04040501902056,4266443,5
04040501902074,4266443,5
04040501902092,4266443,5
04040501902110,4266443,5
04040501902128,4266443,5
04040501902146,4266443,5
04040501902164,4266443,5
04041000701002,4275084,5
04041000701016,4275084,5
04041000701023,4275084,5
04041000701037,4275084,5
04041000701044,4275084,5
04041000701065,4275084,5
04041000701086,4275084,5
04041000701091,4275084,5
04041000701107,4275084,5
04041000701128,4275084,5
04041000701149,4275084,5
04041000701170,4275084,5
04041200104029,4257793,6
04041200104046,4257793,6
04041200104063,4257793,6
04041200104097,4257793,6
04041200104114,4257793,6
04041200104131,4257793,6
04041200104148,4257793,6
04041200104165,4257793,6
04041200104182,4257793,6
04041200104199,4257793,6
04041401702004,4279397,6
04041401702020,4279397,6
04041401702028,4279397,6
04041401702044,4279397,6
04041401702052,4279397,6
04041401702076,4279397,6
04041401702100,4279397,6
04041401702124,4279397,6
04041401702148,4279397,6
04041401702172,4279397,6
04041401702196,4279397,6
04041401702220,4279397,6
04050303104002,4205975,3
04050303104015,4205975,3
04050303104028,4205975,3
04050303104040,4205975,3
04050303104043,4205975,3
04050303104053,4205975,3
04050303104065,4205975,3
04050303104077,4205975,3
04050303104083,4205975,3
04050303104090,4205975,3
04050303104103,4205975,3
04050303104115,4205975,3
04050803103002,4227569,5
04050803103018,4227569,5
04050803103034,4227569,5
04050803103049,4227569,5
04050803103064,4227569,5
04050803103080,4227569,5
04050803103095,4227569,5
04050803103104,4227569,5
04050803103115,4227569,5
04050803103130,4227569,5
04050803103145,4227569,5
04050803103183,4227569,5
04051200104013,4197342,3
04051200104037,4197342,3
04051200104061,4197342,3
04051200104085,4197342,3
04051200104109,4197342,3
04051200104133,4197342,3
04051200104157,4197342,3
04051200104181,4197342,3
04051200104205,4197342,3
04051200104229,4197342,3
04051200104253,4197342,3
04051200104277,4197342,3
04051302405002,4180059,4
04051302405014,4180059,4
04051302405021,4180059,4
04051302405031,4180059,4
04051302405041,4180059,4
04051302405062,4180059,4
04051302405081,4180059,4
04051302405100,4180059,4
04051302405120,4180059,4
04051302405146,4180059,4
04051302405165,4180059,4
04051302405183,4180059,4
04060100102014,4145498,6
04060100102030,4145498,6
04060100102046,4145498,6
04060100102062,4145498,6
04060100102094,4145498,6
04060100102110,4145498,6
04060100102126,4145498,6
04060100102142,4145498,6
04060100102158,4145498,6
04060100102190,4145498,6
04060102303004,4154140,5
04060102303005,4154140,5
04060102303020,4154140,5
04060102303035,4154140,5
04060102303050,4154140,5
04060102303061,4154140,5
04060102303066,4154140,5
04060102303081,4154140,5
04060102303096,4154140,5
04060102303111,4154140,5
04060102303126,4154140,5
04060102303141,4154140,5
04060501004001,4158464,5
04060501004016,4158464,5
04060501004033,4158464,5
04060501004048,4158464,5
04060501004052,4158464,5
04060501004064,4158464,5
04060501004080,4158464,5
04060501004097,4158464,5
04060501004101,4158464,5
04060501004113,4158464,5
04060501004128,4158464,5
04060501004145,4158464,5
04060801902002,4197348,5
04060801902017,4197348,5
04060801902032,4197348,5
04060801902047,4197348,5
04060801902062,4197348,5
04060801902078,4197348,5
04060801902093,4197348,5
04060801902108,4197348,5
04060801902123,4197348,5
04060801902138,4197348,5
04060801902156,4197348,5
04060801902165,4197348,5
04070101502007,4214637,5
04070101502043,4214637,5
04070101502079,4214637,5
04070101502116,4214637,5
04070101502138,4214637,5
04070101502190,4214637,5
04070101502263,4214637,5
04070101502301,4214637,5
04070101502311,4214637,5
04070101502376,4214637,5
04070101502432,4214637,5
04070101502470,4214637,5
04070401002002,4214629,5
04070401002010,4214629,5
04070401002014,4214629,5
04070401002022,4214629,5
04070401002026,4214629,5
04070401002038,4214629,5
04070401002050,4214629,5
04070401002062,4214629,5
04070401002074,4214629,5
04070401002086,4214629,5
04070401002098,4214629,5
04070401002110,4214629,5
04070702702003,4244865,1
04070702702015,4244865,1
04070702702019,4244865,1
04070702702034,4244865,1
04070702702050,4244865,1
04070702702052,4244865,1
04070702702066,4244865,1
04070702702081,4244865,1
04070702702097,4244865,1
04070702702112,4244865,1
04070702702127,4244865,1
04070702702143,4244865,1
04071202302003,4214625,6
04071202302004,4214625,6
04071202302019,4214625,6
04071202302020,4214625,6
04071202302035,4214625,6
04071202302050,4214625,6
04071202302065,4214625,6
04071202302080,4214625,6
04071202302095,4214625,6
04071202302110,4214625,6
04071202302125,4214625,6
04071202302140,4214625,6
04080600802006,4244868,4
04080600802018,4244868,4
04080600802024,4244868,4
04080600802042,4244868,4
04080600802058,4244868,4
04080600802061,4244868,4
04080600802079,4244868,4
04080600802097,4244868,4
04080600802115,4244868,4
04080600802133,4244868,4
04080600802151,4244868,4
04080600802169,4244868,4
04080800107004,4262158,5
04080800107011,4262158,5
04080800107018,4262158,5
04080800107025,4262158,5
04080800107032,4262158,5
04080800107039,4262158,5
04080800107046,4262158,5
04080800107053,4262158,5
04080800107060,4262158,5
04080800107067,4262158,5
04080800107074,4262158,5
04080800107081,4262158,5
04081202401004,4270797,6
04081202401022,4270797,6
04081202401040,4270797,6
04081202401058,4270797,6
04081202401076,4270797,6
04081202401094,4270797,6
04081202401105,4270797,6
04081202401113,4270797,6
04081202401131,4270797,6
04081202401148,4270797,6
04081202401150,4270797,6
04081202401168,4270797,6
04081702801002,4279427,2
04081702801012,4279427,2
04081702801017,4279427,2
04081702801027,4279427,2
04081702801032,4279427,2
04081702801047,4279427,2
04081702801062,4279427,2
04081702801077,4279427,2
04081702801092,4279427,2
04081702801107,4279427,2
04081702801122,4279427,2
04081702801137,4279427,2
04090100304008,4206003,4
04090100304012,4206003,4
04090100304032,4206003,4
04090100304054,4206003,4
04090100304075,4206003,4
04090100304099,4206003,4
04090100304120,4206003,4
04090100304125,4206003,4
04090100304144,4206003,4
04090100304166,4206003,4
04090100304188,4206003,4
04090100304210,4206003,4
04090700105017,4201685,5
04090700105044,4201685,5
04090700105073,4201685,5
04090700105100,4201685,5
04090700105127,4201685,5
04090700105132,4201685,5
04090700105155,4201685,5
04090700105182,4201685,5
04090700105209,4201685,5
04090700105236,4201685,5
04090700105241,4201685,5
04090700105264,4201685,5
04090900105003,4223283,5
04090900105009,4223283,5
04090900105015,4223283,5
04090900105021,4223283,5
04090900105027,4223283,5
04090900105033,4223283,5
04090900105039,4223283,5
04090900105045,4223283,5
04090900105051,4223283,5
04090900105057,4223283,5
04090900105063,4223283,5
04090900105069,4223283,5
04091001104008,4218967,6
04091001104023,4218967,6
04091001104040,4218967,6
04091001104056,4218967,6
04091001104057,4218967,6
04091001104073,4218967,6
04091001104090,4218967,6
04091001104106,4218967,6
04091001104114,4218967,6
04091001104124,4218967,6
04091001104140,4218967,6
04091001104155,4218967,6
04091301004007,4197368,5
04091301004009,4197368,5
04091301004025,4197368,5
04091301004040,4197368,5
04091301004060,4197368,5
04091301004076,4197368,5
04091301004091,4197368,5
04091301004106,4197368,5
04091301004121,4197368,5
04091301004126,4197368,5
04091301004141,4197368,5
04091301004158,4197368,5
04100500403002,4188744,5
04100500403012,4188744,5
04100500403017,4188744,5
04100500403027,4188744,5
04100500403032,4188744,5
04100500403047,4188744,5
04100500403062,4188744,5
04100500403077,4188744,5
04100500403092,4188744,5
04100500403107,4188744,5
04100500403122,4188744,5
04100500403137,4188744,5
04100903605009,4180098,5
04100903605014,4180098,5
04100903605024,4180098,5
04100903605039,4180098,5
04100903605042,4180098,5
04100903605055,4180098,5
04100903605070,4180098,5
04100903605085,4180098,5
04100903605100,4180098,5
04100903605115,4180098,5
04100903605130,4180098,5
04100903605145,4180098,5
04101302203002,4197380,6
04101302203022,4197380,6
04101302203042,4197380,6
04101302203056,4197380,6
04101302203066,4197380,6
04101302203080,4197380,6
04101302203098,4197380,6
04101302203117,4197380,6
04101302203135,4197380,6
04101302203153,4197380,6
04101302203171,4197380,6
04101302203189,4197380,6
04101600104002,4193062,5
04101600104021,4193062,5
04101600104040,4193062,5
04101600104059,4193062,5
04101600104078,4193062,5
04101600104097,4193062,5
04101600104116,4193062,5
04101600104135,4193062,5
04101600104154,4193062,5
04101600104173,4193062,5
04101600104192,4193062,5
04101600104211,4193062,5
04110401304004,4292397,3
04110401304022,4292397,3
04110401304040,4292397,3
04110401304058,4292397,3
04110401304074,4292397,3
04110401304095,4292397,3
04110401304113,4292397,3
04110401304131,4292397,3
04110401304149,4292397,3
04110401304167,4292397,3
04110401304185,4292397,3
04110801402004,4288087,5
04110801402022,4288087,5
04110801402040,4288087,5
04110801402058,4288087,5
04110801402076,4288087,5
04110801402094,4288087,5
04110801402112,4288087,5
04110801402130,4288087,5
04110801402138,4288087,5
04110801402150,4288087,5
04110801402168,4288087,5
04110801402189,4288087,5
04111200402004,4331278,6
04111200402020,4331278,6
04111200402028,4331278,6
04111200402044,4331278,6
04111200402052,4331278,6
04111200402076,4331278,6
04111200402100,4331278,6
04111200402124,4331278,6
04111200402148,4331278,6
04111200402172,4331278,6
04111200402196,4331278,6
04111200402220,4331278,6
04111601404004,4305364,4
04111601404021,4305364,4
04111601404036,4305364,4
04111601404039,4305364,4
04111601404054,4305364,4
04111601404069,4305364,4
04111601404085,4305364,4
04111601404102,4305364,4
04111601404118,4305364,4
04111601404134,4305364,4
04111601404150,4305364,4
04111601404180,4305364,4
04111800102011,4279452,2
04111800102027,4279452,2
04111800102043,4279452,2
04111800102059,4279452,2
04111800102075,4279452,2
04111800102091,4279452,2
04111800102107,4279452,2
04111800102123,4279452,2
04111800102139,4279452,2
04111800102155,4279452,2
04111800102171,4279452,2
04111800102187,4279452,2
04120602801006,4374459,2
04120602801020,4374459,2
04120602801027,4374459,2
04120602801041,4374459,2
04120602801048,4374459,2
04120602801069,4374459,2
04120602801090,4374459,2
04120602801111,4374459,2
04120602801132,4374459,2
04120602801153,4374459,2
04120602801174,4374459,2
04120602801195,4374459,2
04121101301004,4447900,4
04121101301019,4447900,4
04121101301020,4447900,4
04121101301032,4447900,4
04121101301036,4447900,4
04121101301051,4447900,4
04121101301066,4447900,4
04121101301081,4447900,4
04121101301096,4447900,4
04121101301111,4447900,4
04121101301126,4447900,4
04121101301141,4447900,4
04121600101004,4460861,2
04121600101016,4460861,2
04121600101027,4460861,2
04121600101029,4460861,2
04121600101041,4460861,2
04121600101053,4460861,2
04121600101065,4460861,2
04121600101078,4460861,2
04121600101080,4460861,2
04121600101091,4460861,2
04121600101103,4460861,2
04121600101115,4460861,2
04130201103005,4214614,3
04130201103018,4214614,3
04130201103035,4214614,3
04130201103037,4214614,3
04130201103056,4214614,3
04130201103075,4214614,3
04130201103093,4214614,3
04130201103111,4214614,3
04130201103129,4214614,3
04130201103147,4214614,3
04130201103165,4214614,3
04130201103183,4214614,3
04130500102013,4205980,5
04130500102031,4205980,5
04130500102049,4205980,5
04130500102067,4205980,5
04130500102121,4205980,5
04130500102139,4205980,5
04130500102157,4205980,5
04130500102193,4205980,5
04130500102211,4205980,5
04130600204003,4201663,4
04130600204005,4201663,4
04130600204023,4201663,4
04130600204041,4201663,4
04130600204059,4201663,4
04130600204077,4201663,4
04130600204095,4201663,4
04130600204113,4201663,4
04130600204131,4201663,4
04130600204149,4201663,4
04130600204167,4201663,4
04130600204191,4201663,4
04130901003004,4218937,3
04130901003014,4218937,3
04130901003019,4218937,3
04130901003029,4218937,3
04130901003034,4218937,3
04130901003049,4218937,3
04130901003064,4218937,3
04130901003079,4218937,3
04130901003094,4218937,3
04130901003109,4218937,3
04130901003124,4218937,3
04130901003139,4218937,3
04140202701002,4335584,5
04140202701012,4335584,5
04140202701017,4335584,5
04140202701027,4335584,5
04140202701032,4335584,5
04140202701047,4335584,5
04140202701062,4335584,5
04140202701077,4335584,5
04140202701092,4335584,5
04140202701107,4335584,5
04140202701122,4335584,5
04140202701137,4335584,5
04140501906003,4378785,4
04140501906013,4378785,4
04140501906018,4378785,4
04140501906028,4378785,4
04140501906033,4378785,4
04140501906048,4378785,4
04140501906063,4378785,4
04140501906078,4378785,4
04140501906093,4378785,4
04140501906108,4378785,4
04140501906123,4378785,4
04140501906138,4378785,4
04140900501004,4352860,2
04140900501019,4352860,2
04140900501034,4352860,2
04140900501055,4352860,2
04140900501081,4352860,2
04140900501105,4352860,2
04140900501136,4352860,2
04140900501154,4352860,2
04140900501157,4352860,2
04140900501178,4352860,2
04170301901005,4283745,4
04170301901029,4283745,4
04170301901053,4283745,4
04170301901077,4283745,4
04170301901101,4283745,4
04170301901125,4283745,4
04170301901149,4283745,4
04170301901173,4283745,4
04170301901198,4283745,4
04170301901222,4283745,4
04170301901223,4283745,4
04170301901258,4283745,4
04170700204004,4305349,4
04170700204019,4305349,4
04170700204034,4305349,4
04170700204049,4305349,4
04170700204064,4305349,4
04170700204072,4305349,4
04170700204080,4305349,4
04170700204093,4305349,4
04170700204096,4305349,4
04170700204111,4305349,4
04170700204126,4305349,4
04170700204141,4305349,4
04171200807003,4288063,1
04171200807013,4288063,1
04171200807018,4288063,1
04171200807028,4288063,1
04171200807033,4288063,1
04171200807048,4288063,1
04171200807063,4288063,1
04171200807078,4288063,1
04171200807093,4288063,1
04171200807108,4288063,1
04171200807123,4288063,1
04171200807138,4288063,1
04180301004002,4197300,5
04180301004010,4197300,5
04180301004014,4197300,5
04180301004022,4197300,5
04180301004026,4197300,5
04180301004038,4197300,5
04180301004050,4197300,5
04180301004062,4197300,5
04180301004074,4197300,5
04180301004086,4197300,5
04180301004098,4197300,5
04180301004110,4197300,5
04180701106002,4218896,5
04180701106016,4218896,5
04180701106023,4218896,5
04180701106044,4218896,5
04180701106065,4218896,5
04180701106086,4218896,5
04180701106107,4218896,5
04180701106128,4218896,5
04180701106132,4218896,5
04180701106150,4218896,5
04180701106171,4218896,5
04180701106192,4218896,5
04190100103002,4162764,6
04190100103012,4162764,6
04190100103017,4162764,6
04190100103027,4162764,6
04190100103032,4162764,6
04190100103047,4162764,6
04190100103062,4162764,6
04190100103077,4162764,6
04190100103092,4162764,6
04190100103107,4162764,6
04190100103122,4162764,6
04190100103137,4162764,6
04190400101003,4158450,5
04190400101006,4158450,5
04190400101019,4158450,5
04190400101034,4158450,5
04190400101045,4158450,5
04190400101050,4158450,5
04190400101065,4158450,5
04190400101080,4158450,5
04190400101095,4158450,5
04190400101110,4158450,5
04190400101125,4158450,5
04190400101140,4158450,5
04190800704003,4154125,6
04190800704018,4154125,6
04190800704033,4154125,6
04190800704048,4154125,6
04190800704063,4154125,6
04190800704065,4154125,6
04190800704078,4154125,6
04190800704084,4154125,6
04190800704097,4154125,6
04190800704112,4154125,6
04190800704127,4154125,6
04190800704142,4154125,6
05010100902002,4123950,6
05010100902008,4123950,6
05010100902012,4123950,6
05010100902014,4123950,6
05010100902020,4123950,6
05010100902027,4123950,6
05010100902030,4123950,6
05010100902036,4123950,6
05010100902043,4123950,6
05010100902049,4123950,6
05010100902055,4123950,6
05010100902061,4123950,6
05010200101004,4123946,6
05010200101016,4123946,6
05010200101028,4123946,6
05010200101040,4123946,6
05010200101052,4123946,6
05010200101064,4123946,6
05010200101076,4123946,6
05010200101088,4123946,6
05010200101100,4123946,6
05010200101112,4123946,6
05010200101124,4123946,6
05010200101136,4123946,6
05010202401004,4154189,6
05010202401025,4154189,6
05010202401046,4154189,6
05010202401069,4154189,6
05010202401090,4154189,6
05010202401111,4154189,6
05010202401133,4154189,6
05010202401161,4154189,6
05010202401168,4154189,6
05010202401191,4154189,6
05010202401216,4154189,6
05010202401240,4154189,6
05010301101002,4167141,5
05010301101014,4167141,5
05010301101015,4167141,5
05010301101027,4167141,5
05010301101040,4167141,5
05010301101052,4167141,5
05010301101065,4167141,5
05010301101077,4167141,5
05010301101089,4167141,5
05010301101101,4167141,5
05010301101112,4167141,5
05010301101114,4167141,5
05010401102002,4171455,6
05010401102029,4171455,6
05010401102057,4171455,6
05010401102088,4171455,6
05010401102116,4171455,6
05010401102148,4171455,6
05010401102152,4171455,6
05010401102182,4171455,6
05010401102214,4171455,6
05010401102226,4171455,6
05010401102243,4171455,6
05010401102271,4171455,6
05010401701001,4171458,6
05010401701019,4171458,6
05010401701037,4171458,6
05010401701055,4171458,6
05010401701073,4171458,6
05010401701091,4171458,6
05010401701109,4171458,6
05010401701128,4171458,6
05010401701142,4171458,6
05010401701147,4171458,6
05010401701169,4171458,6
05010401701181,4171458,6
05020200102013,4188749,4
05020200102032,4188749,4
05020200102051,4188749,4
05020200102070,4188749,4
05020200102089,4188749,4
05020200102108,4188749,4
05020200102127,4188749,4
05020200102146,4188749,4
05020200102165,4188749,4
05020200102184,4188749,4
05020200102203,4188749,4
05020200102222,4188749,4
05020201001002,4188749,4
05020201001017,4188749,4
05020201001032,4188749,4
05020201001047,4188749,4
05020201001055,4188749,4
05020201001063,4188749,4
05020201001078,4188749,4
05020201001087,4188749,4
05020201001094,4188749,4
05020201001110,4188749,4
05020201001125,4188749,4
05020201001140,4188749,4
05020408901001,4180114,4
05020408901005,4180114,4
05020408901007,4180114,4
05020408901011,4180114,4
05020408901013,4180114,4
05020408901019,4180114,4
05020408901025,4180114,4
05020408901031,4180114,4
05020408901037,4180114,4
05020408901043,4180114,4
05020408901049,4180114,4
05020408901055,4180114,4
05020416502002,4184431,4
05020416502012,4184431,4
05020416502017,4184431,4
05020416502027,4184431,4
05020416502032,4184431,4
05020416502047,4184431,4
05020416502062,4184431,4
05020416502077,4184431,4
05020416502092,4184431,4
05020416502107,4184431,4
05020416502122,4184431,4
05020416502137,4184431,4
05020600901004,4184439,8
05020600901016,4184439,8
05020600901022,4184439,8
05020600901034,4184439,8
05020600901040,4184439,8
05020600901058,4184439,8
05020600901076,4184439,8
05020600901094,4184439,8
05020600901112,4184439,8
05020600901130,4184439,8
05020600901148,4184439,8
05020600901166,4184439,8
05020602801003,4193078,8
05020602801015,4193078,8
05020602801028,4193078,8
05020602801040,4193078,8
05020602801051,4193078,8
05020602801053,4193078,8
