varCode,varLabel,svyCode,fName
sbq23,SBQ23: How many spouses does NAME have residing outside this hh?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sbq24,SBQ24: For how many years have you lived in this community?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sbq25district,"SBQ25: From which district did you move?, district",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sbq26,SBQ26: Why did you move here?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sbq27district,"SBQ27: In which district were you born?, district",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq1,SCQ1: IS NAME 5 YEARS OR ABOVE?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq2,SCQ2: Did NAME ever go to school?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq3,SCQ3: At what age did NAME start school?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq4,SCQ4: Is NAME currently in school?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq5,SCQ5: Was NAME in school last year?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq6,SCQ6: What is the highest grade completed by NAME?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq7,SCQ7: What grade is NAME currently attending?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq8,SCQ8: What grade was NAME attending last year?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq9,SCQ9: CHECK Q4: IS NAME CURRENTLY ATTENDING SCHOOL?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq10,SCQ10: Who owns the school NAME attends?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq11,SCQ11: Does NAME get free meals at the school (school feeding )?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq12,SCQ12: Has NAME missed school in the last two schooling weeks?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq13,SCQ13: Why was NAME absent from school?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq14_fee,SCQ14: Amount spent on NAME's education in last 12 months: FEE,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq14_bks,SCQ14: Amount spent on NAME's education in last 12 months: BOOKS,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq14_unif,SCQ14: Amount spent on NAME's education in last 12 months: UNIFORM,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq14_trans,SCQ14: Amount spent on NAME's education in last 12 months: TRANSPORT,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq14_tui,SCQ14: Amount spent on NAME's education in last 12 months:  EXTRA TUITION,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq14_contr,SCQ14: Amount spent on NAME's education in last 12 months: OTHER CONTRIBUTION,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq14_food,SCQ14: Amount spent on NAME's education in last 12 months: COST OF MEALS,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
scq14_tot,SCQ14: Amount spent on NAME's education in last 12 months: TOTAL,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq1a,SDQ1A: IS THIS PERSON ANSWERING FOR HIMSELF/HERSELF?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq1b,SDQ1B: Did you visit a health provider in the last 4 weeks?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq2_1,SDQ2_1: What type of health provider did you visit - PROVIDER 1?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq2_2,SDQ2_2: What type of health provider did you visit - PROVIDER 2?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq3_1,SDQ2_3: How was the treatment financed? - PROVIDER 1,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq3_2,SDQ2_4: How was the treatment financed? - PROVIDER 2,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq4,SDQ4: Hospitalized/stayed overnight in a medical facility for the last 4 weeks?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq5,SDQ5: Amount spent on NAME in past 4weeks for all illnesses and injuries,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq6,SDQ6: Amount spent on NAME in past 4weeks for medical care not illness-related,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq7,SDQ7: Amount spent on NAME in past 4weeks for nonprescription medicines,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq8,SDQ8: Hospitalized or had an overnight stay(s) in a medical facility in last 12 ,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq9,SDQ9: Total cost of hospitalization(s) or overnight stay(s) in a medical facilit,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq10,SDQ10: Stayed overnight(s) at a traditional healer's/faith healer's dwelling in ,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq11,SDQ11: Total cost of your stay(s) at the traditional healer or faith healer,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq12,SDQ12: Are you physically handicaped,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq13,SDQ13: In what way are you handicaped?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq14,SDQ14: Does your physical handicap in any way limit or prevent activities or wor,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq15,SDQ15: How your disability affects daily activities compared to 12months ago,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq16_1,SDQ16_1: Can you: Do vigorous activities?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq16_2,SDQ16_2: Can you: Walking uphill?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq16_3,SDQ16_3: Can you: Bend over or stooping?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq16_4,SDQ16_4: Can you: Walk more than one kilometer?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq16_5,SDQ16_5: Can you: Walk over 100 meters?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq16_6,"SDQ16_6: Can you: Eat, bathe or use the toilet?",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq17,SDQ17: Did you sleep under a bednet yesterday?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq18,SDQ18: How did the hh obtain this bednet?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq19,SDQ19: How much did the hh pay for the bednet?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq20,SDQ20: IS THE RESPONDENT A WOMAN AGED 12 TO 49 YEARS?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq21,"SDQ21: In the past 24 months, did you give birth to a child, even if born dead?",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq22,SDQ22: Regularly went to health clinic when pregnant with last child in the last,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq23,SDQ23: Where did you deliver your last child born in last24months?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq24,SDQ24: Who delivered this child?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq25,SDQ25: Was this birth registered?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq26,SDQ26: RESPONDENT IS A CHILD OF/UNDER 5 YEARS OLD? (LESS THAN 60 MONTHS OLD),TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq27,SDQ27: Do you have a card where [NAME's] vaccinations are written down?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq28,SDQ28: IS THE VACCINATION CARD FOR NAME AVAILABLE?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq29,SDQ29: Received vaccinations not included in card?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq30,SDQ30: Received vaccinations to prevent diseases?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq31,SDQ31: Received a BCG vaccination against Tuberculosis?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq32,SDQ32: Received a Polio vaccine?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq33,"SDQ33: When was the first polio vaccine received, just after birth or later?",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq34,SDQ34: How many times was the polio vaccine received?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq35,SDQ35: Received A DPT-HP vaccination?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq36,SDQ36: How many times DPT-HP vaccinations received?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq37,SDQ37: Received An injection to prevent measles?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq38,SDQ38: Has NAME been ill with a fever in the last two weeks?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq39,SDQ39: Has NAME had an illness with a cough at any time in the last two weeks?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq40,"SDQ40: If illness with a cough,breathe faster than usual with short rapid breath",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq41,SDQ41: CHECK: DID NAME HAVE A FEVER (Q38) OR COUGH (Q39)?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq42,SDQ42: Did you seek advice or treatment for the fever/cough?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq43_1,SDQ43_1: Where did you seek advice or treatment? - HEALTH PROVIDER 1,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq43_2,SDQ43_2: Where did you seek advice or treatment? - HEALTH PROVIDER 2,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq43_3,SDQ43_3: Where did you seek advice or treatment? - HEALTH PROVIDER 3,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq44,SDQ44: CHECK: DID NAME HAVE A FEVER (Q38)?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq45,SDQ45: Does NAME have a fever now?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq46,SDQ46: Has NAME been ill with convulsions at any time during the last two weeks?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq47,SDQ47: Was NAME given any drugs for the fever/convulsions?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq48_1,SDQ48_1: What drugs did NAME take? - DRUG 1,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq48_2,SDQ48_2: What drugs did NAME take? - DRUG 2,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq48_3,SDQ48_3: What drugs did NAME take? - DRUG 3,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq49,SDQ49: Did NAME get any injection or suppository for the fever/convulsions?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq50,SDQ50: Has NAME had diarrhea in the last two weeks?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq51,SDQ51: How much NAME was offered to drink during the diarrhea,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq52,SDQ52: How much NAME was offered to eat during diarrhea,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq53_1,SDQ53_1: Was he/she given any Oral Rehydration salts to drink,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq53_2,SDQ53_2: Was he/she given any government recommended homemade fluid to drink,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq54,SDQ54: Did you seek advice or treatment for the diarrhea?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq55_1,SDQ55_1: Where did you seek advice or treatment? - HEALTH PROVIDER 1,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq55_2,SDQ55_2: Where did you seek advice or treatment? - HEALTH PROVIDER 2,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq55_3,SDQ55_3: Where did you seek advice or treatment? - HEALTH PROVIDER 3,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq56,SDQ56: For how many months was NAME exclusively breastfed?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq57,SDQ57: For how long was NAME breastfed?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq58_a,SDQ58_A: How many times did NAME receive Breast milk yesterday?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq58_b,SDQ58_B: How many times did NAME receive Liquid Food yesterday?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq58_c,SDQ58_C: How many times did NAME receive Solid snack yesterday?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sdq58_d,SDQ58_D: How many times did NAME receive Solid meal yesterday?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq1,SEQ1: IS THE hh MEMBER 5 YEARS OR ABOVE?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq2,SEQ2: IS THIS PERSON ANSWERING FOR HIMSELF/HERSELF?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq3,"SEQ3: Did NAME do any work for pay, profit, barter or home use during last7days?",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq4,SEQ4: Did you have a job/own farm/enterprise not worked during last 7 days?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq5,SEQ5: Was NAME available for work during the last 7 days?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq6,SEQ6: Why was NAME not available for work during the last 7 days?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq7,SEQ7: Has NAME taken any steps within the past 4 weeks to look for work?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq8_1,"SEQ8_1: When was the last time NAME did work for pay, profit or gain (MONTH)?",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq8_2,"SEQ8_2: When was the last time NAME did work for pay, profit or gain (YEAR)?",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq9,SEQ9: Did NAME do any wage work during the last 7 days?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq10,SEQ10: Did NAME do any wage work during the last 12 months?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq12,SEQ12: Who is NAME's employer for this work?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq13,SEQ13: What kind of trade or business is it connected with?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq14,SEQ14: How many people altogether work at the place where NAME does this work?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq15_1,SEQ15_1: How long does it take NAME to get to work from here (HOURS)?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq15_2,SEQ15_2: How long does it take NAME to get to work from here (HOURS)?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq16,"SEQ16: NAME received wages,salary/other payments cash/other forms from employer ",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq17,SEQ17: What is the main reason NAME receive no payment for this work?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq18_1,SEQ18_1: How much was NAME's last payment or is expected payment? (TSH)?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq18_2,SEQ18_2: How much was NAME's last payment or is expected payment? (TIME UNIT)?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq19,SEQ19: How many hours did NAME work last week?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq20,SEQ20: Does NAME receive any payment for this work in any other form?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq21_1,SEQ21_1: What is the value of those payments? (TSH),TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq21_2,SEQ21_2: Over what time interval? (TIME UNITS),TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq22,"SEQ22: Operated any business/self employed activity in last week, no agriculture",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq23,"SEQ23: Operated any business/self employed activity in last 12 months, no agricu",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq24,SEQ24: What kind of business do you operate?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq25_1,SEQ25_1: Who in the hh owns this business? - IDCODE OWNER 1,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq25_2,SEQ25_2: Who in the hh owns this business? - IDCODE OWNER 2,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq26,SEQ26: How many individuals outside this hh coown this income generating activit,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq27,SEQ27: BUSINESS ID,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq28,SEQ28: Where does NAME do business?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq29_1,"SEQ29_1: How long, has this business existed? (YEARS)",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq29_2,"SEQ29_2: How long, has this business existed? (MONTHS)",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq30_1,SEQ30_1: 1st main source of start-up capital for this income-generating activity,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq30_2,SEQ30_2: 2nd main source of start-up capital for this income-generating activity,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq30_3,SEQ30_3: 3rd main source of start-up capital for this income-generating activity,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq31_1,SEQ31_1: To whom does NAME sell your products or services: BUYER 1?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq31_2,SEQ31_2: To whom does NAME sell your products or services: BUYER 2?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq32,SEQ32: Total value of physical capital stock for the business?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq33,SEQ33: Total value of current stock of inputs or supplies,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq34,SEQ34: Total value of current stock of finished merchandise (goods for sale)?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq35_1,SEQ35_1: Gross income/takings from business or businesses last week/month? (TSH),TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq35_2,SEQ35_2: Gross income/takings from business or businesses last week/month? (TIME,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq36_1,SEQ36_1: Net income (profit) from business or businesses last week/month? (TSH),TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq36_2,SEQ36_2: Net income (profit) from business or businesses last week/month? (TIME ,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq37,SEQ37: How many employees does NAME have who are not hh members?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq38,SEQ38: Total expenditure on wages last month?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq39,SEQ39: Total expenditure on raw materials last month?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq40,"SEQ40: How much were other operating expenses such as fuel, kerosene, electricit",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq41,SEQ41: How many months during the last 12 months did you operate this business?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq42,SEQ42: AVERAGE net income (profit) during the months this business was operated?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq43,SEQ43: Any OTHER additional businesses operated/self-employed activity last week,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq44,"SEQ44: Any OTHER additional businesses operated/self-employed activity, last 12 ",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq45,"SEQ45: Hours worked as an unpaid family worker on a nonfarm hh business,last 7 d",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq46_hr,"SEQ46_hours: Hours spent on hh agricultural activities, last 7 days",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq47_hr,SEQ47_hours: Hours spent yesterday collecting firewood,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq47_mins,SEQ47_minutes: Minutes spent yesterday collecting firewood,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq48_hr,SEQ48_hours: Hours spent yesterday collecting/fetching water?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq48_mins,SEQ48_minutes: Minutes spent yesterday collecting/fetching water?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq49_1,SEQ49_1: How satisfied or dissatisfied would you say you are with your health?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq49_2,SEQ49_2: How satisfied or dissatisfied would you say you are with your financial,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq49_3,SEQ49_3: How satisfied or dissatisfied would you say you are with your housing?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq49_4,SEQ49_4: How satisfied or dissatisfied would you say you are with your husband/w,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq49_5,SEQ49_5: How satisfied or dissatisfied would you say you are with your job,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
seq49_6,SEQ49_6: How satisfied or dissatisfied would you say you are with your life as a,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sfq1,SFQ_1:Did NAME consume any meals/ snacks/drinks outside the hh in the past 7 day,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sfq2,"SFQ_2: Any full meals consumed outside the hh, in the past 7 days",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sfq3,SFQ_3: Value of this consumption?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sfq4,SFQ_4: Consumption of barbecued meat/snacks prepared on characoal outside the hh,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sfq5,SFQ_5: Value of this consumption?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sfq6,"SFQ_6: Consumption of kibuku/local brews outside the hh, past 7 days",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sfq7,SFQ_7: Value of this consumption?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sfq8,"SFQ_8: Consumption of wine, commercial beer and spirits outside the hh, past 7 d",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sfq9,SFQ_9: Value of this consumption?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sfq10,"SFQ_10: Consumption of any sodas/non-acoholic drinks outside the hh, past 7 days",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sfq11,SFQ_11: Value of this consumption?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sfq12,"SFQ_12: Consumption of sweets, icecream outside the hh, past 7 days?",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sfq13,SFQ_13: Value of this consumption?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sfq14,"SFQ_14: Consumption of tea, coffee, samosa, cake, other snacks outside the hh, p",TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sfq15,SFQ_15: Value of this consumption?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sgq1,SGQ_1: IS THE MEMBER A FEMALE OVER 27 YEARS?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sgq2,SGQ_2: Do you have any children 15+ living outside this hh?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
suq1,SUQ_1: IS NAME AGED 7 MONTHS AND ABOVE?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
suq2,SUQ_2: WAS NAME MEASURED?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
suq3,SUQ_3: WHY NOT?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
suq4,SUQ_4: WEIGHT?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
suq5,SUQ_5: HEIGHT,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
suq6,SUQ_6: HEIGHT/LENGTH MEASURED WITH CHILD STANDING OR LYING DOWN?,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sfmemno,SFMEMNO: hh Member number,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sgmemno,SGMEMNO: hh Member number,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
sumemno,SUMEMNO: hh Member number,TZA-NPS-08,SEC_B_C_D_E1_F_G1_U.dta
ea_id,EA ID,TZA-NPS-08,SEC_B.dta
region,1.REGION,TZA-NPS-08,SEC_B.dta
district,2.DISTRICT,TZA-NPS-08,SEC_B.dta
ward,3.WARD,TZA-NPS-08,SEC_B.dta
locality,4. Locality,TZA-NPS-08,SEC_B.dta
ea,4.ENUMERATION AREA,TZA-NPS-08,SEC_B.dta
cb0,SCB_Q0: Basic services,TZA-NPS-08,SEC_B.dta
cb1,SCB_Q1: is the basic service available,TZA-NPS-08,SEC_B.dta
cb2,SCB_Q2: cost of transport from village centre,TZA-NPS-08,SEC_B.dta
cb3,SCB_Q3: distance of travelling (km),TZA-NPS-08,SEC_B.dta
ea_id,EA ID,TZA-NPS-08,SEC_C.dta
region,1.REGION,TZA-NPS-08,SEC_C.dta
district,2.DISTRICT,TZA-NPS-08,SEC_C.dta
ward,3.WARD,TZA-NPS-08,SEC_C.dta
locality,4. Locality,TZA-NPS-08,SEC_C.dta
ea,4.ENUMERATION AREA,TZA-NPS-08,SEC_C.dta
cc0,SCC_Q0: Investment Project Code,TZA-NPS-08,SEC_C.dta
cc1,SCC_Q1: Has the village/street implemented any of the projects in 2007 or 2008?,TZA-NPS-08,SEC_C.dta
cc2,SCC_Q2: How much money was raised in total for this project?,TZA-NPS-08,SEC_C.dta
cc3,SCC_Q3: What was the total amount of money contributed by the community members?,TZA-NPS-08,SEC_C.dta
cc4,SCC_Q4: How were the contributions raised?,TZA-NPS-08,SEC_C.dta
cc5,SCC_Q5: Did funds come from any of the following sources?,TZA-NPS-08,SEC_C.dta
ea_id,EA ID,TZA-NPS-08,SEC_D.dta
region,1.REGION,TZA-NPS-08,SEC_D.dta
district,2.DISTRICT,TZA-NPS-08,SEC_D.dta
ward,3.WARD,TZA-NPS-08,SEC_D.dta
locality,4. Locality,TZA-NPS-08,SEC_D.dta
ea,4.ENUMERATION AREA,TZA-NPS-08,SEC_D.dta
cd1a1,SCCD_Q1A1: Land in the village used for CULTIVATION BY VILLAGE: (acre),TZA-NPS-08,SEC_D.dta
cd1a2,SCD_Q1A2: Land in the village used for CULTIVATION BY VILLAGE: (percent),TZA-NPS-08,SEC_D.dta
cd1b1,SCD_Q1B1: Land in the village used for AGROBUSINESS/PLANTATION BY OUTERS:(acre),TZA-NPS-08,SEC_D.dta
cd1b2,SCD_Q1B2: Land in the village used for AGROBUSINESS/PLANTATION BY OUTERS:(percen,TZA-NPS-08,SEC_D.dta
cd1c1,SCD_Q1C1: Land in the village used for FOREST: (acre),TZA-NPS-08,SEC_D.dta
cd1c2,SCD_Q1C2: Land in the village used for FOREST: (percent),TZA-NPS-08,SEC_D.dta
